gene_symbol,disease_name,disease_id,score,num_pmids,num_snps,disease_type,disease_classes,disease_vocabularies,gene_ncbi_id,gene_ensembl_ids,gene_protein_ids,gene_protein_class,year_initial,year_final,association_id
ABCA3,Hyperammonemia Due to Carbamoyl Phosphate Synthetase 1 Deficiency,C4082171,0.4,1,0,disease,"Nutritional and Metabolic Diseases (C18); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Nervous System Diseases (C10); Disease or Syndrome (T047)",OMIM_237300; MESH_D020165; ORDO_147; DO_9280; MONDO_0009376; EFO_0007193; UMLS_C4082171,21,ENSG00000167972,Q99758,Transporter,1993.0,1993.0,110100614
ABCA3,Colorectal Neoplasms,C0009404,0.4,1,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the digestive system (25031); Neoplasm (02664),MESH_D015179; NCI_C2956; HPO_HP:0100834; DO_0080199; DO_9256; MONDO_0005335; MONDO_0005575; EFO_0004142; UMLS_C0009404,21,ENSG00000167972,Q99758,Transporter,2012.0,2012.0,15134348
ABCA3,INTERSTITIAL LUNG DISEASE 2,C5561926,0.4,1,0,disease,Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630),OMIM_178500; OMIM_178642; ORDO_2032; DO_0060971; MONDO_0800029; EFO_0000768; UMLS_C5561926,21,ENSG00000167972,Q99758,Transporter,1993.0,1993.0,115241446
ABCA3,"Chromosome 22q11.2 Deletion Syndrome, Distal",C2678480,0.4,0,0,disease,"Musculoskeletal Diseases (C05); Pathological Conditions, Signs and Symptoms (C23); Hemic and Lymphatic Diseases (C15); Cardiovascular Diseases (C14); Endocrine System Diseases (C19); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Disease or Syndrome (T047); genetic disease (630)",OMIM_611867; MESH_C567511; ORDO_261330; DO_0060413; MONDO_0012740; UMLS_C2678480,21,ENSG00000167972,Q99758,Transporter,,,100301858
ABCB1,Epilepsy,C0014544,1.0,144,0,disease,Nervous System Diseases (C10); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the nervous system (00707),MESH_D004827; ICD10_G40; ICD10_G40.9; NCI_C3020; HPO_HP:0001250; ICD9CM_345.9; DO_1826; MONDO_0005027; EFO_0000474; UMLS_C0014544,5243,ENSG00000085563,P08183,Transporter,1995.0,2025.0,20075444
ABCB1,Non-Small Cell Lung Carcinoma,C0007131,1.0,124,0,disease,Neoplasms (C04); Respiratory Tract Diseases (C08); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the respiratory system (02086); Neoplasm (02664),MESH_D002289; OMIM_211980; HPO_HP:0030358; NCI_C2926; DO_3908; MONDO_0005233; EFO_0003060; UMLS_C0007131,5243,ENSG00000085563,P08183,Transporter,1989.0,2025.0,10341043
ABCB1,Liver carcinoma,C2239176,1.0,116,0,disease,Neoplasms (C04); Digestive System Diseases (C06); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the digestive system (25031),ICD10_C22.0; MESH_D006528; OMIM_114550; NCI_C3099; HPO_HP:0001402; ORDO_88673; DO_3571; DO_684; MONDO_0007256; EFO_0000182; EFO_0000762; EFO_1000256; UMLS_C2239176,5243,ENSG00000085563,P08183,Transporter,1991.0,2024.0,100214240
ABCB1,Acute lymphocytic leukemia,C0023449,0.95,125,0,disease,Immune System Diseases (C20); Neoplasms (C04); Hemic and Lymphatic Diseases (C15); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of blood and blood-forming tissues (01871); Abnormality of the immune system (02715),ICD10_C91.0; NCI_C3167; HPO_HP:0006721; ICD9CM_204.0; ORDO_513; DO_9952; MONDO_0004967; EFO_0000220; EFO_1001830; UMLS_C0023449,5243,ENSG00000085563,P08183,Transporter,1989.0,2025.0,30105191
ABCB1,Neurotoxicity Syndromes,C0235032,0.95,26,0,disease,Nervous System Diseases (C10); Chemically-Induced Disorders (C25); Injury or Poisoning (T037); disease of anatomical entity (7),MESH_D020258; NCI_C27961; DO_3602; MONDO_0005527; EFO_0005595; EFO_0011057; UMLS_C0235032,5243,ENSG00000085563,P08183,Transporter,2002.0,2025.0,55237193
ABCB1,Philadelphia chromosome positive chronic myelogenous leukemia,C0279543,0.9,124,0,disease,"Pathological Conditions, Signs and Symptoms (C23); Hemic and Lymphatic Diseases (C15); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of blood and blood-forming tissues (01871); Neoplasm (02664); Abnormality of the immune system (02715)",MESH_D015464; ICD10_C92.1; OMIM_608232; NCI_C9128; HPO_HP:0005506; ICD9CM_205.1; ORDO_521; DO_0081088; DO_8552; MONDO_0011996; EFO_0000339; UMLS_C0279543,5243,ENSG00000085563,P08183,Transporter,1989.0,2024.0,65060786
ABCB1,HIV Infections,C0019693,0.9,51,0,disease,Infections (C01); Urogenital Diseases (C12); Immune System Diseases (C20); Disease or Syndrome (T047); disease by infectious agent (0050117),MESH_D015658; ICD10_B20-B24.9; ICD10_B24; ICD9CM_042; NCI_C3108; ICD9CM_042-042.99; DO_526; DO_635; MONDO_0005109; EFO_0000764; UMLS_C0019693,5243,ENSG00000085563,P08183,Transporter,1990.0,2024.0,25108859
ABCB1,Mammary Neoplasms,C1458155,0.9,31,0,disease,Skin and Connective Tissue Diseases (C17); Neoplasms (C04); Neoplastic Process (T191); Abnormality of the breast (00769); Neoplasm (02664),MESH_D001943; HPO_HP:0100013; NCI_C2910; DO_1612; DO_3459; MONDO_0021100; EFO_0003869; UMLS_C1458155,5243,ENSG00000085563,P08183,Transporter,1989.0,2023.0,90261352
ABCB1,Colorectal Carcinoma,C0009402,0.85,123,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),OMIM_114500; NCI_C2955; OMIM_516000; OMIM_516004; OMIM_516030; OMIM_516040; OMIM_172411; OMIM_191170; OMIM_516020; MESH_D015179; DO_0080199; DO_9256; MONDO_0005335; MONDO_0005575; MONDO_0024331; EFO_0000365; EFO_0004142; EFO_1001951; UMLS_C0009402,5243,ENSG00000085563,P08183,Transporter,1990.0,2024.0,15104700
ABCB1,Carcinoma,C0007097,0.85,43,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566); Neoplasm (02664),MESH_D002277; NCI_C2916; HPO_HP:0030731; DO_162; DO_4015; DO_305; MONDO_0004993; EFO_0000313; UMLS_C0007097,5243,ENSG00000085563,P08183,Transporter,1989.0,2024.0,10229115
ABCB1,Schizophrenia,C0036341,0.85,34,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150); Abnormality of the nervous system (00707),MESH_D012559; ICD10_F20; ICD10_F20.9; OMIM_181500; ICD9CM_295.90; HPO_HP:0100753; NCI_C3362; ICD9CM_295.9; ICD9CM_295; DO_5419; MONDO_0005090; UMLS_C0036341,5243,ENSG00000085563,P08183,Transporter,2006.0,2025.0,40293536
ABCB1,Depressive disorder,C0011581,0.85,30,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); Abnormality of the nervous system (00707),MESH_D003866; HPO_HP:0000716; DO_12139; DO_1595; DO_4964; MONDO_0002050; MONDO_0001442; EFO_0004257; EFO_0008623; EFO_1002014; UMLS_C0011581,5243,ENSG00000085563,P08183,Transporter,2006.0,2024.0,15278897
ABCB1,Parkinson Disease,C0030567,0.85,28,0,disease,Nervous System Diseases (C10); Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630),MESH_D010300; ICD10_G20; ICD9CM_332.0; OMIM_516000; NCI_C26845; ICD9CM_332; ORDO_319705; DO_14330; DO_0060891; DO_0060895; DO_0060896; MONDO_0005180; MONDO_0011562; MONDO_0014796; MONDO_0014231; UMLS_C0030567,5243,ENSG00000085563,P08183,Transporter,2002.0,2023.0,40035654
ABCB1,Mental Depression,C0011570,0.85,24,0,disease,Behavior and Behavior Mechanisms (F01); Mental or Behavioral Dysfunction (T048); disease of mental health (150),MESH_D003863; NCI_C2982; DO_1596; DO_1470; MONDO_0002050; UMLS_C0011570,5243,ENSG00000085563,P08183,Transporter,2006.0,2024.0,15264419
ABCB1,Renal Cell Carcinoma,C0007134,0.8,51,0,disease,Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the genitourinary system (00119),MESH_D002292; OMIM_144700; HPO_HP:0005584; NCI_C9385; ORDO_217071; DO_4450; DO_4451; DO_4464; DO_4465; DO_4467; DO_4471; DO_4473; MONDO_0005086; MONDO_0005549; EFO_0000349; EFO_0000681; EFO_0005708; UMLS_C0007134,5243,ENSG00000085563,P08183,Transporter,1987.0,2024.0,10371818
ABCB1,Ulcerative Colitis,C0009324,0.8,46,0,disease,Digestive System Diseases (C06); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the immune system (02715); Abnormality of the digestive system (25031),ICD10_K51; MESH_D003093; ICD10_K51.9; OMIM_266600; ICD9CM_556.9; HPO_HP:0100279; NCI_C2952; ICD9CM_556; DO_8577; MONDO_0005101; EFO_0000729; UMLS_C0009324,5243,ENSG00000085563,P08183,Transporter,1992.0,2022.0,15052637
ABCB1,Major Depressive Disorder,C1269683,0.8,27,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048),MESH_D003865; OMIM_608516; DO_1595; MONDO_0002009; EFO_1002014; UMLS_C1269683,5243,ENSG00000085563,P08183,Transporter,2002.0,2024.0,90044254
ABCB1,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,0.8,25,0,disease,Nutritional and Metabolic Diseases (C18); Endocrine System Diseases (C19); Disease or Syndrome (T047); disease of metabolism (0014667); genetic disease (630); Abnormality of metabolism/homeostasis (01939); Abnormality of the endocrine system (00818),MESH_D003924; ICD10_E11; OMIM_125853; NCI_C26747; OMIM_600509; OMIM_147545; HPO_HP:0005978; OMIM_138079; OMIM_147670; OMIM_167413; OMIM_600281; OMIM_189907; OMIM_138430; OMIM_164731; OMIM_601724; DO_9352; MONDO_0005148; UMLS_C0011860,5243,ENSG00000085563,P08183,Transporter,2008.0,2023.0,15392658
ABCB1,"Pain, Postoperative",C0030201,0.8,11,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Sign or Symptom (T184)",MESH_D010149; NCI_C34887; UMLS_C0030201,5243,ENSG00000085563,P08183,Transporter,2010.0,2025.0,35388677
ABCB1,Malaria,C0024530,0.8,10,0,disease,Infections (C01); Disease or Syndrome (T047); disease by infectious agent (0050117),MESH_D008288; ICD10_B54; ICD9CM_084.6; NCI_C34797; ICD9CM_084; ORDO_673; DO_12365; MONDO_0005136; EFO_0001068; UMLS_C0024530,5243,ENSG00000085563,P08183,Transporter,2007.0,2021.0,30314374
ABCB1,Neuroblastoma,C0027819,0.75,54,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the nervous system (00707); Neoplasm (02664),MESH_D009447; HPO_HP:0003006; NCI_C3270; ORDO_635; DO_769; MONDO_0005072; EFO_0000621; UMLS_C0027819,5243,ENSG00000085563,P08183,Transporter,1989.0,2023.0,35218889
ABCB1,Hematologic Neoplasms,C0376545,0.75,38,0,disease,Neoplasms (C04); Hemic and Lymphatic Diseases (C15); Neoplastic Process (T191); Neoplasm (02664); Abnormality of blood and blood-forming tissues (01871); Abnormality of the immune system (02715),MESH_D019337; HPO_HP:0004377; HPO_HP:0001909; NCI_C27134; DO_2531; MONDO_0002334; MONDO_0044881; UMLS_C0376545,5243,ENSG00000085563,P08183,Transporter,1992.0,2022.0,70257125
ABCB1,Rheumatoid Arthritis,C0003873,0.75,37,0,disease,Skin and Connective Tissue Diseases (C17); Immune System Diseases (C20); Musculoskeletal Diseases (C05); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the musculoskeletal system (33127),MESH_D001172; ICD10_M06.9; OMIM_180300; ICD9CM_714.0; OMIM_607218; HPO_HP:0001370; NCI_C2884; DO_7148; MONDO_0008383; EFO_0000685; UMLS_C0003873,5243,ENSG00000085563,P08183,Transporter,2000.0,2025.0,5285736
ABCB1,Neutropenia,C0027947,0.75,32,0,disease,Hemic and Lymphatic Diseases (C15); Disease or Syndrome (T047); disease of anatomical entity (7); physical disorder (0080015),MESH_D009503; ICD9CM_288.0; ICD9CM_288.00; DO_0050590; DO_12987; DO_1227; MONDO_0001609; MONDO_0001475; MONDO_0018542; UMLS_C0027947,5243,ENSG00000085563,P08183,Transporter,2006.0,2024.0,35239019
ABCB1,Pain,C0030193,0.75,28,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Psychological Phenomena (F02); Sign or Symptom (T184); Constitutional symptom (25142)",MESH_D010146; ICD10_R52.9; ICD9CM_338-338.99; HPO_HP:0012531; NCI_C3303; NCI_C25271; EFO_0003843; UMLS_C0030193,5243,ENSG00000085563,P08183,Transporter,2008.0,2024.0,35384742
ABCB1,Adenocarcinoma of large intestine (disorder),C1319315,0.75,13,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the digestive system (25031); Neoplasm (02664),HPO_HP:0040275; NCI_C5105; DO_0050861; MONDO_0005008; EFO_0000365; UMLS_C1319315,5243,ENSG00000085563,P08183,Transporter,1994.0,2021.0,90131832
ABCB1,Kidney Neoplasm,C0022665,0.75,8,0,disease,Neoplasms (C04); Urogenital Diseases (C12); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the genitourinary system (00119),MESH_D007680; HPO_HP:0009726; NCI_C3150; DO_263; MONDO_0002367; MONDO_0021163; EFO_0003865; UMLS_C0022665,5243,ENSG00000085563,P08183,Transporter,1992.0,2022.0,30028920
ABCB1,Cardiomyopathies,C0878544,0.75,3,0,disease,Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the cardiovascular system (01626),ICD10_I42; MESH_D009202; ICD10_I42.9; HPO_HP:0001638; NCI_C34830; ICD9CM_425; ORDO_167848; DO_0050700; MONDO_0004994; EFO_0000318; UMLS_C0878544,5243,ENSG00000085563,P08183,Transporter,2002.0,2020.0,85167712
ABCB1,Unipolar Depression,C0041696,0.7,26,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150),MESH_D003866; NCI_C35094; OMIM_608516; DO_1595; DO_4964; MONDO_0002050; MONDO_0002009; MONDO_0012048; EFO_0004257; EFO_1002014; UMLS_C0041696,5243,ENSG00000085563,P08183,Transporter,2002.0,2024.0,45150567
ABCB1,Diffuse Large B-Cell Lymphoma,C0079744,0.7,15,0,disease,Immune System Diseases (C20); Neoplasms (C04); Hemic and Lymphatic Diseases (C15); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),MESH_D016403; ICD10_C83.3; NCI_C8851; ORDO_544; DO_0050745; MONDO_0018905; EFO_0000403; EFO_1000157; EFO_1000490; UMLS_C0079744,5243,ENSG00000085563,P08183,Transporter,1992.0,2023.0,45228111
ABCB1,Acquired Immunodeficiency Syndrome,C0001175,0.7,10,0,disease,Urogenital Diseases (C12); Infections (C01); Immune System Diseases (C20); Disease or Syndrome (T047); disease by infectious agent (0050117),MESH_D000163; NCI_C2851; ORDO_310050; DO_526; DO_635; MONDO_0012268; MONDO_0017769; EFO_0000765; UMLS_C0001175,5243,ENSG00000085563,P08183,Transporter,2001.0,2013.0,5014398
ABCB1,Opiate Addiction,C0524662,0.7,9,0,disease,Chemically-Induced Disorders (C25); Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150),MESH_D009293; ICD9CM_304.00; HPO_HP:0033515; ICD9CM_304.0; DO_11206; DO_2559; DO_9976; MONDO_0005530; EFO_0005611; UMLS_C0524662,5243,ENSG00000085563,P08183,Transporter,2006.0,2024.0,75165221
ABCB1,Esophageal Neoplasms,C0014859,0.7,9,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the digestive system (25031); Neoplasm (02664),MESH_D004938; HPO_HP:0100751; NCI_C3028; DO_5041; MONDO_0021355; MONDO_0007576; UMLS_C0014859,5243,ENSG00000085563,P08183,Transporter,1994.0,2021.0,20094175
ABCB1,Colorectal Neoplasms,C0009404,0.7,7,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the digestive system (25031); Neoplasm (02664),MESH_D015179; NCI_C2956; HPO_HP:0100834; DO_0080199; DO_9256; MONDO_0005335; MONDO_0005575; EFO_0004142; UMLS_C0009404,5243,ENSG00000085563,P08183,Transporter,1992.0,2019.0,15137698
ABCB1,Psychotic Disorders,C0033975,0.7,6,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); Abnormality of the nervous system (00707),MESH_D011618; NCI_C78576; ICD9CM_298.9; HPO_HP:0000709; ICD9CM_290-299.99; DO_11328; DO_5418; MONDO_0005485; EFO_0000677; EFO_0005407; UMLS_C0033975,5243,ENSG00000085563,P08183,Transporter,2009.0,2018.0,40182086
ABCB1,Squamous cell carcinoma of the head and neck,C1168401,0.7,5,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566),OMIM_275355; NCI_C34447; OMIM_603612; MESH_D000077195; DO_2876; DO_5515; DO_5520; MONDO_0010150; EFO_0000181; UMLS_C1168401,5243,ENSG00000085563,P08183,Transporter,2008.0,2024.0,85332701
ABCB1,Vomiting,C0042963,0.7,5,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Sign or Symptom (T184); Abnormality of the digestive system (25031)",MESH_D014839; HPO_HP:0002013; NCI_C3442; UMLS_C0042963,5243,ENSG00000085563,P08183,Transporter,2010.0,2025.0,45195536
ABCB1,Kidney Diseases,C0022658,0.7,4,0,disease,Urogenital Diseases (C12); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the genitourinary system (00119),MESH_D007674; NCI_C3149; HPO_HP:0000112; NCI_C34843; DO_10952; DO_1425; DO_2527; DO_2921; DO_557; MONDO_0005240; EFO_0003086; UMLS_C0022658,5243,ENSG00000085563,P08183,Transporter,2007.0,2021.0,30009557
ABCB1,"Tuberculosis, Pulmonary",C0041327,0.7,2,0,disease,Infections (C01); Respiratory Tract Diseases (C08); Disease or Syndrome (T047); disease of anatomical entity (7); disease by infectious agent (0050117),MESH_D014397; ICD9CM_011.90; NCI_C26899; HPO_HP:0032262; ICD9CM_011.9; ICD9CM_011; ORDO_645814; DO_2957; DO_9534; MONDO_0006052; MONDO_0957462; EFO_1000049; UMLS_C0041327,5243,ENSG00000085563,P08183,Transporter,2015.0,2023.0,45135286
ABCB1,Status Epilepticus,C0038220,0.65,9,0,disease,"Nervous System Diseases (C10); Pathological Conditions, Signs and Symptoms (C23); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the nervous system (00707)",MESH_D013226; ICD10_G41; ICD10_G41.9; NCI_C85079; HPO_HP:0002133; DO_1824; EFO_0008526; UMLS_C0038220,5243,ENSG00000085563,P08183,Transporter,2003.0,2019.0,45027516
ABCB1,nervous system disorder,C0027765,0.65,8,0,disease,Nervous System Diseases (C10); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D009422; ICD10_G00-G99.9; ICD9CM_349.9; NCI_C26835; DO_0050635; DO_863; MONDO_0005071; EFO_0000618; UMLS_C0027765,5243,ENSG00000085563,P08183,Transporter,2002.0,2023.0,35201720
ABCB1,Familial Mediterranean Fever,C0031069,0.65,8,0,disease,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630)",MESH_D010505; ICD9CM_277.31; OMIM_249100; NCI_C84707; OMIM_608107; ORDO_342; DO_0050452; DO_2987; MONDO_0018088; MONDO_0009572; UMLS_C0031069,5243,ENSG00000085563,P08183,Transporter,1998.0,2025.0,40060686
ABCB1,Mental disorders,C0004936,0.65,8,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150),MESH_D001523; ICD10_F99; NCI_C2893; ICD10_F99-F99.9; DO_150; MONDO_0002025; MONDO_0005084; EFO_0000677; UMLS_C0004936,5243,ENSG00000085563,P08183,Transporter,2006.0,2023.0,5416490
ABCB1,Congenital Heart Defects,C0018798,0.65,3,0,disease,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Cardiovascular Diseases (C14); Congenital Abnormality (T019); disease of anatomical entity (7); physical disorder (0080015); Abnormality of the cardiovascular system (01626)",MESH_D006330; ICD10_Q24.9; OMIM_234750; OMIM_140500; ICD9CM_746.9; HPO_HP:0001627; NCI_C34666; DO_1682; MONDO_0009327; MONDO_0005453; EFO_0005207; UMLS_C0018798,5243,ENSG00000085563,P08183,Transporter,2011.0,2019.0,20314877
