gene_symbol,disease_name,disease_id,score,num_pmids,num_snps,disease_type,disease_classes,disease_vocabularies,gene_ncbi_id,gene_ensembl_ids,gene_protein_ids,gene_protein_class,year_initial,year_final,association_id
SOX2,Ataxia,C0004134,0.4,1,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Nervous System Diseases (C10); Sign or Symptom (T184); Abnormality of the nervous system (00707)",MESH_D001259; ICD10_R27.0; HPO_HP:0010867; NCI_C26702; UMLS_C0004134,6657,ENSG00000181449,P48431,Transcription factor,2018.0,2018.0,5331074
SOX2,Optic Nerve Hypoplasia and Abnormalities of the Central Nervous System,C1859774,0.4,1,0,disease,Eye Diseases (C11); Nervous System Diseases (C10); Disease or Syndrome (T047),OMIM_206900; MESH_C565949; OMIM_184429; UMLS_C1859774,6657,ENSG00000181449,P48431,Transcription factor,2006.0,2006.0,100036575
SOX2,Thoracic Neoplasms,C0039981,0.4,1,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),MESH_D013899; NCI_C3406; DO_5093; MONDO_0003274; MONDO_0021350; UMLS_C0039981,6657,ENSG00000181449,P48431,Transcription factor,2015.0,2015.0,45079825
SP1,Hyperglycemia,C0020456,0.65,7,0,disease,Nutritional and Metabolic Diseases (C18); Disease or Syndrome (T047); genetic disease (630); disease of metabolism (0014667); Abnormality of metabolism/homeostasis (01939),MESH_D006943; ICD10_R73.9; HPO_HP:0003074; NCI_C26797; DO_4195; MONDO_0002909; UMLS_C0020456,6667,ENSG00000185591,P08047,Nucleic acid binding,2001.0,2023.0,25164725
SP1,Schizophrenia,C0036341,0.6,6,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); disease of mental health (150); Abnormality of the nervous system (00707),MESH_D012559; ICD10_F20; ICD10_F20.9; OMIM_181500; ICD9CM_295.90; HPO_HP:0100753; NCI_C3362; ICD9CM_295.9; ICD9CM_295; DO_5419; MONDO_0005090; UMLS_C0036341,6667,ENSG00000185591,P08047,Nucleic acid binding,2007.0,2019.0,40298226
SP1,Psychotic Disorders,C0033975,0.6,1,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048); Abnormality of the nervous system (00707),MESH_D011618; NCI_C78576; ICD9CM_298.9; HPO_HP:0000709; ICD9CM_290-299.99; DO_11328; DO_5418; MONDO_0005485; EFO_0000677; EFO_0005407; UMLS_C0033975,6667,ENSG00000185591,P08047,Nucleic acid binding,2013.0,2013.0,40182701
SP1,Skin Neoplasms,C0037286,0.5,2,0,disease,Skin and Connective Tissue Diseases (C17); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the integument (01574),MESH_D012878; HPO_HP:0008069; NCI_C3372; DO_4159; DO_3165; MONDO_0002531; EFO_0004198; UMLS_C0037286,6667,ENSG00000185591,P08047,Nucleic acid binding,2011.0,2016.0,40361450
SP1,Colorectal Neoplasms,C0009404,0.5,2,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the digestive system (25031); Neoplasm (02664),MESH_D015179; NCI_C2956; HPO_HP:0100834; DO_0080199; DO_9256; MONDO_0005335; MONDO_0005575; EFO_0004142; UMLS_C0009404,6667,ENSG00000185591,P08047,Nucleic acid binding,2013.0,2022.0,15138964
SP1,Nonorganic psychosis,C0349204,0.5,1,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048),ICD10_F29; UMLS_C0349204,6667,ENSG00000185591,P08047,Nucleic acid binding,2013.0,2013.0,70157632
SP1,Chronic schizophrenia,C0221765,0.5,1,0,disease,Mental Disorders (F03); Mental or Behavioral Dysfunction (T048),NCI_C35270; UMLS_C0221765,6667,ENSG00000185591,P08047,Nucleic acid binding,2014.0,2014.0,55202586
SP1,Neoplasm Invasiveness,C0027626,0.4,2,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Neoplasms (C04); Pathologic Function (T046)",MESH_D009361; UMLS_C0027626,6667,ENSG00000185591,P08047,Nucleic acid binding,2015.0,2022.0,35148256
SP6,Amelogenesis Imperfecta,C0002452,0.85,4,0,disease,"Stomatognathic Diseases (C07); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Congenital Abnormality (T019); disease of anatomical entity (7); genetic disease (630); Abnormality of the musculoskeletal system (33127); Abnormality of head or neck (00152)",MESH_D000567; HPO_HP:0000705; ORDO_88661; DO_0060945; DO_2187; DO_0110052; DO_0110053; DO_0110054; DO_0110055; DO_0110056; DO_0110057; DO_0110058; DO_0110059; DO_0110060; DO_0110061; DO_0110062; DO_0110063; DO_0110064; DO_0110065; DO_0110066; DO_4154; DO_701; MONDO_0007092; MONDO_0007093; MONDO_0007094; MONDO_0010521; MONDO_0010522; MONDO_0008770; MONDO_0008771; MONDO_0008772; MONDO_0013181; MONDO_0014540; MONDO_0014560; MONDO_0007538; MONDO_0019507; MONDO_0013906; MONDO_0031084; MONDO_0012926; MONDO_0014385; UMLS_C0002452,80320,ENSG00000189120,Q3SY56,Nucleic acid binding,2012.0,2021.0,5152630
SP6,"AMELOGENESIS IMPERFECTA, TYPE IK",C5774246,0.6,2,0,disease,Disease or Syndrome (T047); disease of anatomical entity (7),OMIM_620104; DO_0060945; MONDO_0031084; UMLS_C5774246,80320,ENSG00000189120,Q3SY56,Nucleic acid binding,2020.0,2021.0,115286547
SP6,Amelogenesis imperfecta local hypoplastic form,C0399367,0.5,2,0,disease,"Stomatognathic Diseases (C07); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Congenital Abnormality (T019)",MESH_C538240; ORDO_100031; MONDO_0007094; MONDO_0015047; UMLS_C0399367,80320,ENSG00000189120,Q3SY56,Nucleic acid binding,2020.0,2021.0,70296424
SPAG5,Spontaneous abortion,C0000786,0.4,1,0,phenotype,Urogenital Diseases (C12); Pathologic Function (T046),MESH_D000022; ICD10_O03; NCI_C34336; ICD9CM_634; EFO_1001255; UMLS_C0000786,10615,ENSG00000076382,Q96R06,N/A,2008.0,2008.0,5005677
SPARC,Osteogenesis Imperfecta,C0029434,0.85,12,0,disease,"Skin and Connective Tissue Diseases (C17); Musculoskeletal Diseases (C05); Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630)",MESH_D010013; ICD10_Q78.0; ICD9CM_756.51; OMIM_120150; NCI_C26837; ORDO_666; DO_0110334; DO_0110335; DO_0110336; DO_0110337; DO_0110338; DO_0110339; DO_0110340; DO_0110341; DO_0110342; DO_0110343; DO_0110344; DO_0110345; DO_0110346; DO_0110347; DO_0110348; DO_0110349; DO_0110350; DO_0110351; DO_12347; DO_13359; MONDO_0008147; MONDO_0008148; MONDO_0008149; MONDO_0014029; MONDO_0014086; MONDO_0014544; MONDO_0013459; MONDO_0013460; MONDO_0013515; MONDO_0012581; MONDO_0012591; MONDO_0012592; MONDO_0014672; MONDO_0009804; MONDO_0013924; MONDO_0009805; MONDO_0019019; UMLS_C0029434,6678,ENSG00000113140,P09486,Signaling,1984.0,2024.0,35334233
SPARC,ovarian neoplasm,C0919267,0.8,17,0,disease,Endocrine System Diseases (C19); Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the genitourinary system (00119),MESH_D010051; HPO_HP:0100615; NCI_C4984; ORDO_213500; DO_2394; MONDO_0008170; MONDO_0021068; EFO_0003893; UMLS_C0919267,6678,ENSG00000113140,P09486,Signaling,2001.0,2021.0,85213507
SPARC,Carcinogenesis,C0596263,0.75,15,0,disease,"Pathological Conditions, Signs and Symptoms (C23); Neoplasms (C04); Neoplastic Process (T191)",MESH_D063646; NCI_C18078; UMLS_C0596263,6678,ENSG00000113140,P09486,Signaling,1998.0,2023.0,80064869
SPARC,Cervix carcinoma,C0302592,0.65,5,0,disease,Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),NCI_C9039; DO_2893; MONDO_0005131; EFO_0001061; UMLS_C0302592,6678,ENSG00000113140,P09486,Signaling,2006.0,2021.0,65164930
SPARC,Multiple Myeloma,C0026764,0.65,4,0,disease,Immune System Diseases (C20); Hemic and Lymphatic Diseases (C15); Neoplasms (C04); Cardiovascular Diseases (C14); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of blood and blood-forming tissues (01871); Neoplasm (02664),MESH_D009101; ICD10_C90.0; OMIM_254500; HPO_HP:0006775; NCI_C3242; ICD9CM_203.0; ORDO_29073; DO_9538; MONDO_0009693; EFO_0001378; UMLS_C0026764,6678,ENSG00000113140,P09486,Signaling,2003.0,2021.0,35051688
SPARC,Thrombocytopenia,C0040034,0.65,3,0,disease,Hemic and Lymphatic Diseases (C15); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of blood and blood-forming tissues (01871),MESH_D013921; ICD10_D69.6; ICD9CM_287.5; HPO_HP:0001873; NCI_C203448; DO_1588; MONDO_0002049; UMLS_C0040034,6678,ENSG00000113140,P09486,Signaling,2005.0,2016.0,45087351
SPARC,Low Back Pain,C0024031,0.65,3,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Sign or Symptom (T184); Abnormality of the musculoskeletal system (33127); Constitutional symptom (25142)",MESH_D017116; ICD10_M54.5; ICD9CM_724.2; HPO_HP:0003419; NCI_C34788; UMLS_C0024031,6678,ENSG00000113140,P09486,Signaling,2011.0,2021.0,30216238
SPARC,Endometrial Carcinoma,C0476089,0.65,2,0,disease,Neoplasms (C04); Urogenital Diseases (C12); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the genitourinary system (00119); Neoplasm (02664),MESH_D016889; OMIM_608089; OMIM_604395; OMIM_601728; OMIM_604933; HPO_HP:0012114; NCI_C7558; DO_1380; DO_2871; MONDO_0002447; MONDO_0011962; MONDO_0021251; EFO_0004230; EFO_1001512; UMLS_C0476089,6678,ENSG00000113140,P09486,Signaling,2007.0,2020.0,75047802
SPARC,"Leukemia, Myelocytic, Acute",C0023467,0.6,6,0,disease,Neoplasms (C04); Hemic and Lymphatic Diseases (C15); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of blood and blood-forming tissues (01871); Abnormality of the immune system (02715),MESH_D015470; ICD10_C92.0; OMIM_601626; NCI_C27753; NCI_C3171; HPO_HP:0004808; OMIM_116897; ICD9CM_205.0; ORDO_519; DO_0081085; DO_0081086; DO_0081087; DO_9119; MONDO_0018874; MONDO_0015667; EFO_0000222; EFO_0003026; EFO_0003027; EFO_0003028; UMLS_C0023467,6678,ENSG00000113140,P09486,Signaling,2006.0,2015.0,30142650
SPARC,Kidney Diseases,C0022658,0.6,4,0,disease,Urogenital Diseases (C12); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the genitourinary system (00119),MESH_D007674; NCI_C3149; HPO_HP:0000112; NCI_C34843; DO_10952; DO_1425; DO_2527; DO_2921; DO_557; MONDO_0005240; EFO_0003086; UMLS_C0022658,6678,ENSG00000113140,P09486,Signaling,2003.0,2017.0,30011124
SPARC,Liver Cirrhosis,C0023890,0.6,3,0,disease,"Digestive System Diseases (C06); Pathological Conditions, Signs and Symptoms (C23); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the digestive system (25031)",MESH_D008103; HPO_HP:0001394; NCI_C2951; DO_5082; MONDO_0005155; EFO_0001422; UMLS_C0023890,6678,ENSG00000113140,P09486,Signaling,2002.0,2018.0,30192899
SPARC,"OSTEOGENESIS IMPERFECTA, TYPE XVII",C4225301,0.6,1,0,disease,Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630),OMIM_616507; OMIM_182120; DO_0110338; MONDO_0014672; UMLS_C4225301,6678,ENSG00000113140,P09486,Signaling,2015.0,2015.0,110110277
SPARC,Adrenocortical carcinoma,C0206686,0.55,1,0,disease,Neoplasms (C04); Endocrine System Diseases (C19); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the endocrine system (00818); Neoplasm (02664),MESH_D018268; NCI_C9325; HPO_HP:0006744; ORDO_1501; DO_3948; MONDO_0006639; EFO_1000796; UMLS_C0206686,6678,ENSG00000113140,P09486,Signaling,2012.0,2012.0,55129050
SPARC,Silicosis,C0037116,0.55,1,0,disease,Respiratory Tract Diseases (C08); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D012829; ICD10_J62; ICD9CM_502; NCI_C3369; DO_10325; MONDO_0005960; EFO_0007153; EFO_0007485; EFO_1000813; UMLS_C0037116,6678,ENSG00000113140,P09486,Signaling,2024.0,2024.0,40353798
SPARC,"Hepatitis, Chronic",C0019189,0.5,2,0,disease,"Digestive System Diseases (C06); Pathological Conditions, Signs and Symptoms (C23); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the digestive system (25031); Abnormality of the immune system (02715)",ICD10_K73.9; MESH_D006521; ICD9CM_571.40; NCI_C82978; HPO_HP:0200123; ICD9CM_571.4; DO_2237; MONDO_0002251; EFO_0008496; UMLS_C0019189,6678,ENSG00000113140,P09486,Signaling,2002.0,2013.0,25064814
SPARC,Osteogenesis imperfecta type IV (disorder),C0268363,0.5,1,0,disease,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities (C16); Skin and Connective Tissue Diseases (C17); Musculoskeletal Diseases (C05); Congenital Abnormality (T019); Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630)",OMIM_166220; NCI_C98576; OMIM_120150; OMIM_120160; MESH_C000631847; ORDO_216820; DO_0110340; MONDO_0008148; UMLS_C0268363,6678,ENSG00000113140,P09486,Signaling,2015.0,2015.0,60276597
SPARC,Colorectal Neoplasms,C0009404,0.5,1,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the digestive system (25031); Neoplasm (02664),MESH_D015179; NCI_C2956; HPO_HP:0100834; DO_0080199; DO_9256; MONDO_0005335; MONDO_0005575; EFO_0004142; UMLS_C0009404,6678,ENSG00000113140,P09486,Signaling,2008.0,2008.0,15138967
SPARC,"Carcinoma, Endometrioid",C0206687,0.45,1,0,disease,Neoplasms (C04); Urogenital Diseases (C12); Endocrine System Diseases (C19); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),MESH_D018269; DO_2871; MONDO_0002447; EFO_0000466; EFO_0004230; EFO_1001512; UMLS_C0206687,6678,ENSG00000113140,P09486,Signaling,2007.0,2007.0,55130491
SPARC,Cervical Disc Degenerative Disorder,C0410606,0.4,1,0,disease,Musculoskeletal Diseases (C05); Disease or Syndrome (T047); disease of anatomical entity (7),NCI_C27156; DO_90; MONDO_0011385; MONDO_0044343; EFO_0004994; EFO_0009537; UMLS_C0410606,6678,ENSG00000113140,P09486,Signaling,2011.0,2011.0,70339641
SPARC,Uremia,C0041948,0.4,1,0,disease,Urogenital Diseases (C12); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D014511; DO_1074; DO_4676; MONDO_0007008; EFO_1001226; UMLS_C0041948,6678,ENSG00000113140,P09486,Signaling,2009.0,2009.0,45155463
SPARC,Weight Gain,C0043094,0.4,1,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Finding (T033); Growth abnormality (01507)",MESH_D015430; NCI_C62754; HPO_HP:0004324; UMLS_C0043094,6678,ENSG00000113140,P09486,Signaling,2008.0,2008.0,45200957
SPARC,Hyperalgesia,C0020429,0.4,1,0,phenotype,"Nervous System Diseases (C10); Pathological Conditions, Signs and Symptoms (C23); Sign or Symptom (T184); Abnormality of the nervous system (00707)",MESH_D006930; HPO_HP:0012534; NCI_C34703; UMLS_C0020429,6678,ENSG00000113140,P09486,Signaling,2011.0,2011.0,25142483
SPARC,Necrosis,C0027540,0.4,1,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Pathologic Function (T046)",MESH_D009336; NCI_C16897; EFO_0009426; UMLS_C0027540,6678,ENSG00000113140,P09486,Signaling,2013.0,2013.0,35145959
SPARC,Colonic Neoplasms,C0009375,0.4,1,0,disease,Digestive System Diseases (C06); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Abnormality of the digestive system (25031); Neoplasm (02664),MESH_D003110; HPO_HP:0100273; NCI_C2953; DO_219; DO_234; DO_235; MONDO_0002278; MONDO_0005401; EFO_0004288; UMLS_C0009375,6678,ENSG00000113140,P09486,Signaling,2007.0,2007.0,15061248
SPARC,Myocardial Ischemia,C0151744,0.4,1,0,disease,Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D017202; ICD10_I20-I25.9; NCI_C50625; ICD9CM_410-414.99; DO_3393; MONDO_0005010; MONDO_0024644; EFO_0001645; EFO_1001375; UMLS_C0151744,6678,ENSG00000113140,P09486,Signaling,2005.0,2005.0,50105793
SPARC,Chronic Persistent Hepatitis,C0149519,0.4,1,0,disease,"Pathological Conditions, Signs and Symptoms (C23); Digestive System Diseases (C06); Disease or Syndrome (T047); disease of anatomical entity (7)",ICD9CM_571.41; MESH_D006521; DO_2237; MONDO_0002251; UMLS_C0149519,6678,ENSG00000113140,P09486,Signaling,2013.0,2013.0,50031286
SPARC,Acute and subacute liver necrosis (disorder),C0001308,0.4,1,0,disease,Digestive System Diseases (C06); Disease or Syndrome (T047); disease of anatomical entity (7),ICD9CM_570; DO_2237; MONDO_0002251; UMLS_C0001308,6678,ENSG00000113140,P09486,Signaling,2013.0,2013.0,5019199
SPDEF,ovarian neoplasm,C0919267,0.65,3,0,disease,Endocrine System Diseases (C19); Urogenital Diseases (C12); Neoplasms (C04); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the genitourinary system (00119),MESH_D010051; HPO_HP:0100615; NCI_C4984; ORDO_213500; DO_2394; MONDO_0008170; MONDO_0021068; EFO_0003893; UMLS_C0919267,25803,ENSG00000124664,O95238,Transcription factor,2004.0,2008.0,85199485
SPHK1,leukemia,C0023418,0.7,10,0,disease,Neoplasms (C04); Hemic and Lymphatic Diseases (C15); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of blood and blood-forming tissues (01871); Abnormality of the immune system (02715),MESH_D007938; ICD10_C95; ICD10_C95.9; HPO_HP:0001909; NCI_C3161; ICD9CM_208.9; ICD9CM_208; DO_1240; MONDO_0005059; EFO_0000565; UMLS_C0023418,8877,ENSG00000176170,Q9NYA1,Kinase,2003.0,2023.0,30075153
SPHK1,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,0.7,9,0,disease,Nutritional and Metabolic Diseases (C18); Endocrine System Diseases (C19); Disease or Syndrome (T047); disease of metabolism (0014667); genetic disease (630); Abnormality of metabolism/homeostasis (01939); Abnormality of the endocrine system (00818),MESH_D003924; ICD10_E11; OMIM_125853; NCI_C26747; OMIM_600509; OMIM_147545; HPO_HP:0005978; OMIM_138079; OMIM_147670; OMIM_167413; OMIM_600281; OMIM_189907; OMIM_138430; OMIM_164731; OMIM_601724; DO_9352; MONDO_0005148; UMLS_C0011860,8877,ENSG00000176170,Q9NYA1,Kinase,2007.0,2021.0,15414805
SPHK1,Fibrosis,C0016059,0.65,10,0,phenotype,"Pathological Conditions, Signs and Symptoms (C23); Pathologic Function (T046)",MESH_D005355; NCI_C3044; EFO_0006890; UMLS_C0016059,8877,ENSG00000176170,Q9NYA1,Kinase,2008.0,2022.0,20152408
SPHK1,Ulcerative Colitis,C0009324,0.65,5,0,disease,Digestive System Diseases (C06); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the immune system (02715); Abnormality of the digestive system (25031),ICD10_K51; MESH_D003093; ICD10_K51.9; OMIM_266600; ICD9CM_556.9; HPO_HP:0100279; NCI_C2952; ICD9CM_556; DO_8577; MONDO_0005101; EFO_0000729; UMLS_C0009324,8877,ENSG00000176170,Q9NYA1,Kinase,2013.0,2022.0,15056258
SPHK1,"Myelodysplasias, Hematopoetic",C2713368,0.4,1,0,phenotype,Hemic and Lymphatic Diseases (C15); Pathologic Function (T046); disease of anatomical entity (7); disease of cellular proliferation (14566),MESH_D009190; ORDO_52688; DO_0050908; MONDO_0018881; EFO_0000198; UMLS_C2713368,8877,ENSG00000176170,Q9NYA1,Kinase,2008.0,2008.0,100318291
SPHK1,Chronic left-sided ulcerative colitis,C0375359,0.4,1,0,disease,Digestive System Diseases (C06); Disease or Syndrome (T047); disease of anatomical entity (7),ICD9CM_556.5; DO_8577; MONDO_0005101; EFO_0000729; UMLS_C0375359,8877,ENSG00000176170,Q9NYA1,Kinase,2013.0,2013.0,70183106
SPHK2,"Infarction, Middle Cerebral Artery",C0740392,0.4,1,0,disease,"Pathological Conditions, Signs and Symptoms (C23); Nervous System Diseases (C10); Cardiovascular Diseases (C14); Disease or Syndrome (T047); disease of anatomical entity (7)",MESH_D020244; HPO_HP:0033762; DO_3525; MONDO_0006857; EFO_1001045; UMLS_C0740392,56848,ENSG00000063176,Q9NRA0,Kinase,2012.0,2012.0,80454606
SPHK2,Memory Disorders,C0025261,0.4,1,0,disease,"Nervous System Diseases (C10); Behavior and Behavior Mechanisms (F01); Pathological Conditions, Signs and Symptoms (C23); Mental or Behavioral Dysfunction (T048)",MESH_D008569; UMLS_C0025261,56848,ENSG00000063176,Q9NRA0,Kinase,2014.0,2014.0,30420190
SPI1,"Leukemia, Myelocytic, Acute",C0023467,0.8,73,0,disease,Neoplasms (C04); Hemic and Lymphatic Diseases (C15); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of blood and blood-forming tissues (01871); Abnormality of the immune system (02715),MESH_D015470; ICD10_C92.0; OMIM_601626; NCI_C27753; NCI_C3171; HPO_HP:0004808; OMIM_116897; ICD9CM_205.0; ORDO_519; DO_0081085; DO_0081086; DO_0081087; DO_9119; MONDO_0018874; MONDO_0015667; EFO_0000222; EFO_0003026; EFO_0003027; EFO_0003028; UMLS_C0023467,6688,ENSG00000066336,P17947,Transcription factor,1999.0,2025.0,30142725
SPI1,"AGAMMAGLOBULINEMIA 10, AUTOSOMAL DOMINANT",C5676900,0.7,10,0,disease,Disease or Syndrome (T047); disease of anatomical entity (7); genetic disease (630),OMIM_165170; OMIM_619707; DO_0081142; MONDO_0030529; UMLS_C5676900,6688,ENSG00000066336,P17947,Transcription factor,1990.0,2025.0,115263725
SPI1,Myeloid Leukemia,C0023470,0.65,10,0,disease,Neoplasms (C04); Hemic and Lymphatic Diseases (C15); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of blood and blood-forming tissues (01871); Abnormality of the immune system (02715),MESH_D007951; ICD10_C92; ICD10_C92.9; HPO_HP:0012324; NCI_C3172; ICD9CM_205.9; ICD9CM_205; DO_8593; DO_8692; MONDO_0004643; UMLS_C0023470,6688,ENSG00000066336,P17947,Transcription factor,1998.0,2022.0,30155723
SPI1,Agammaglobulinemia,C0001768,0.65,4,0,disease,Immune System Diseases (C20); Hemic and Lymphatic Diseases (C15); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of blood and blood-forming tissues (01871); Abnormality of metabolism/homeostasis (01939); Abnormal cellular phenotype (25354); Abnormality of the immune system (02715),MESH_D000361; HPO_HP:0004432; ORDO_183669; DO_2583; MONDO_0015977; UMLS_C0001768,6688,ENSG00000066336,P17947,Transcription factor,2021.0,2025.0,5054162
SPI1,"Agammaglobulinemia, non-Bruton type",C1832241,0.4,1,0,disease,Immune System Diseases (C20); Hemic and Lymphatic Diseases (C15); Disease or Syndrome (T047),MESH_C538056; ORDO_33110; MONDO_0011096; UMLS_C1832241,6688,ENSG00000066336,P17947,Transcription factor,2021.0,2021.0,95135932
SPI1,"Leukemia, T-Cell",C0023492,0.4,1,0,disease,Immune System Diseases (C20); Neoplasms (C04); Hemic and Lymphatic Diseases (C15); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566),MESH_D015458; DO_5603; MONDO_0004963; MONDO_0005525; EFO_0000209; EFO_0005592; UMLS_C0023492,6688,ENSG00000066336,P17947,Transcription factor,2017.0,2017.0,30165782
SPP1,Liver carcinoma,C2239176,0.9,158,0,disease,Neoplasms (C04); Digestive System Diseases (C06); Neoplastic Process (T191); disease of anatomical entity (7); disease of cellular proliferation (14566); Neoplasm (02664); Abnormality of the digestive system (25031),ICD10_C22.0; MESH_D006528; OMIM_114550; NCI_C3099; HPO_HP:0001402; ORDO_88673; DO_3571; DO_684; MONDO_0007256; EFO_0000182; EFO_0000762; EFO_1000256; UMLS_C2239176,6696,ENSG00000118785,P10451,N/A,2002.0,2025.0,100225278
SPP1,Multiple Sclerosis,C0026769,0.9,46,0,disease,Immune System Diseases (C20); Nervous System Diseases (C10); Disease or Syndrome (T047); disease of anatomical entity (7),MESH_D009103; ICD10_G35; ICD9CM_340; NCI_C3243; ORDO_802; DO_2377; MONDO_0005301; EFO_0803536; UMLS_C0026769,6696,ENSG00000118785,P10451,N/A,2001.0,2025.0,35070023
SPP1,Rheumatoid Arthritis,C0003873,0.9,42,0,disease,Skin and Connective Tissue Diseases (C17); Immune System Diseases (C20); Musculoskeletal Diseases (C05); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the musculoskeletal system (33127),MESH_D001172; ICD10_M06.9; OMIM_180300; ICD9CM_714.0; OMIM_607218; HPO_HP:0001370; NCI_C2884; DO_7148; MONDO_0008383; EFO_0000685; UMLS_C0003873,6696,ENSG00000118785,P10451,N/A,2000.0,2025.0,5289475
SPP1,Calcinosis,C0006663,0.9,33,0,phenotype,Nutritional and Metabolic Diseases (C18); Pathologic Function (T046); disease of metabolism (0014667); Abnormality of the musculoskeletal system (33127),MESH_D002114; HPO_HP:0003761; NCI_C3672; DO_182; MONDO_0002123; EFO_0003837; EFO_0005769; UMLS_C0006663,6696,ENSG00000118785,P10451,N/A,1993.0,2022.0,10209259
SPP1,Glioma,C0017638,0.9,26,0,disease,Neoplasms (C04); Neoplastic Process (T191); disease of cellular proliferation (14566); Abnormality of the nervous system (00707); Neoplasm (02664),MESH_D005910; NCI_C3059; HPO_HP:0009733; ORDO_182067; DO_3070; DO_5076; MONDO_0021042; MONDO_0100342; EFO_0005543; UMLS_C0017638,6696,ENSG00000118785,P10451,N/A,1995.0,2025.0,20246837
SPP1,Acute kidney injury,C2609414,0.9,16,0,disease,Urogenital Diseases (C12); Injury or Poisoning (T037); disease of anatomical entity (7); Abnormality of the genitourinary system (00119),MESH_D058186; HPO_HP:0001919; DO_3021; MONDO_0002492; UMLS_C2609414,6696,ENSG00000118785,P10451,N/A,2001.0,2025.0,100280280
SPP1,Pulmonary Fibrosis,C0034069,0.9,14,0,disease,"Pathological Conditions, Signs and Symptoms (C23); Respiratory Tract Diseases (C08); Disease or Syndrome (T047); disease of anatomical entity (7); Abnormality of the respiratory system (02086)",MESH_D011658; HPO_HP:0002206; NCI_C26869; DO_3770; MONDO_0002771; EFO_0009448; UMLS_C0034069,6696,ENSG00000118785,P10451,N/A,2005.0,2025.0,40196241
SPP1,Mammary Neoplasms,C1458155,0.85,24,0,disease,Skin and Connective Tissue Diseases (C17); Neoplasms (C04); Neoplastic Process (T191); Abnormality of the breast (00769); Neoplasm (02664),MESH_D001943; HPO_HP:0100013; NCI_C2910; DO_1612; DO_3459; MONDO_0021100; EFO_0003869; UMLS_C1458155,6696,ENSG00000118785,P10451,N/A,1996.0,2024.0,90264559
