Compound ID,	Common name,Gene Symbol,UniprotID,lit_n
C1113,heparin,ITGA2B,P08514,1
C1113,heparin,ITGA4,P13612,1
C1113,heparin,ITPR1,Q14643,1
C1113,heparin,LPL,P06858,1
C1113,heparin,MMP14,P50281,1
C1113,heparin,MYC,P01106,2
C1113,heparin,NOS2,P35228,1
C1113,heparin,NOS3,P29474,1
C1113,heparin,NRG1,Q02297,1
C1113,heparin,NT5E,P21589,1
C1113,heparin,PCOLCE,Q15113,1
C1113,heparin,PF4,P02776,1
C1113,heparin,PGF,P49763,1
C1113,heparin,PLCG1,P19174,1
C1113,heparin,PRKDC,P78527,1
C1113,heparin,PTN,P21246,1
C1113,heparin,RELA,Q04206,1
C1113,heparin,RNASE3,P12724,1
C1113,heparin,RNF19A,Q9NV58,1
C1113,heparin,ROBO1,Q9Y6N7,1
C1113,heparin,SERPINC1,P01008,1
C1113,heparin,SERPIND1,P05546,1
C1113,heparin,SERPINE1,P05121,1
C1113,heparin,TGFB1,P01137,2
C1113,heparin,TIMP1,P01033,1
C1113,heparin,TIMP2,P16035,1
C1113,heparin,TNFRSF11B,O00300,1
C1113,heparin,VEGFA,P15692,1
C1113,heparin,VTN,P04004,1
C1114,Baicalein,ABCB1,P08183,1
C1114,Baicalein,AHR,P35869,1
C1114,Baicalein,AKT1,P31749,1
C1114,Baicalein,ALOX12,P18054,1
C1114,Baicalein,ALOX15,P16050,9
C1114,Baicalein,APOD,P05090,1
C1114,Baicalein,AR,P10275,1
C1114,Baicalein,BAX,Q07812,4
C1114,Baicalein,BCL2,P10415,2
C1114,Baicalein,CASP3,P42574,3
C1114,Baicalein,CAV1,Q03135,1
C1114,Baicalein,CCNB1,P14635,1
C1114,Baicalein,CDK1,P06493,1
C1114,Baicalein,COMT,P21964,1
C1114,Baicalein,CRTC1,Q6UUV9,1
C1114,Baicalein,CXADR,P78310,1
C1114,Baicalein,CYCS,P99999,2
C1114,Baicalein,CYP3A4,P08684,1
C1114,Baicalein,EGFR,P00533,1
C1114,Baicalein,EGLN1,Q9GZT9,1
C1114,Baicalein,ESR1,P03372,1
C1114,Baicalein,FABP5,Q01469,1
C1114,Baicalein,FOS,P01100,1
C1114,Baicalein,FOSL1,P15407,1
C1114,Baicalein,FOSL2,P15408,2
C1114,Baicalein,GAA,P10253,1
C1114,Baicalein,GUSB,P08236,1
C1114,Baicalein,HIF1A,Q16665,1
C1114,Baicalein,HMOX1,P09601,1
C1114,Baicalein,IGF2,P01344,1
C1114,Baicalein,JUN,P05412,1
C1114,Baicalein,LY96,Q9Y6Y9,1
C1114,Baicalein,MAOB,P27338,1
C1114,Baicalein,MAPK1,P28482,2
C1114,Baicalein,MMP2,P08253,1
C1114,Baicalein,MMP9,P14780,1
C1114,Baicalein,MPO,P05164,1
C1114,Baicalein,MTOR,P42345,1
C1114,Baicalein,NFATC1,O95644,2
C1114,Baicalein,NFE2L2,Q16236,2
C1114,Baicalein,NOS2,P35228,1
C1114,Baicalein,NOX5,Q96PH1,1
C1114,Baicalein,NR1I3,Q14994,1
C1114,Baicalein,PIK3CB,P42338,1
C1114,Baicalein,PIK3CD,O00329,1
C1114,Baicalein,PIK3CG,P48736,1
C1114,Baicalein,PTGS2,P35354,1
C1114,Baicalein,RELA,Q04206,2
C1114,Baicalein,SRC,P12931,1
C1114,Baicalein,TGFBR1,P36897,1
C1114,Baicalein,TP53,P04637,1
C1114,Baicalein,TYR,P14679,2
C1114,Baicalein,VEGFA,P15692,1
C1115,cocaine,ADRA2A,P08913,1
C1115,cocaine,ARC,Q7LC44,1
C1115,cocaine,ATF2,P15336,1
C1115,cocaine,BCL2,P10415,1
C1115,cocaine,BDNF,P23560,1
C1115,cocaine,CAMKK2,Q96RR4,1
C1115,cocaine,CASP2,P42575,1
C1115,cocaine,CASP3,P42574,2
C1115,cocaine,CASP8,Q14790,1
C1115,cocaine,CASP9,P55211,2
C1115,cocaine,CCR5,P51681,1
C1115,cocaine,CDK5,Q00535,2
C1115,cocaine,CREB1,P16220,2
C1115,cocaine,CRH,P06850,1
C1115,cocaine,CXCR4,P61073,1
C1115,cocaine,CYP1A1,P04798,1
C1115,cocaine,CYP2C8,P10632,1
C1115,cocaine,CYP2C9,P11712,1
C1115,cocaine,CYP2J2,P51589,1
C1115,cocaine,DRD1,P21728,2
C1115,cocaine,DRD2,P14416,2
C1115,cocaine,DRD3,P35462,1
C1115,cocaine,EDN1,P05305,1
C1115,cocaine,EGR1,P18146,1
C1115,cocaine,ELK1,P19419,1
C1115,cocaine,FAAH,O00519,1
C1115,cocaine,FOS,P01100,4
C1115,cocaine,FOSB,P53539,2
C1115,cocaine,FOSL2,P15408,2
C1115,cocaine,GAP43,P17677,1
C1115,cocaine,GDNF,P39905,1
C1115,cocaine,GJD2,Q9UKL4,1
C1115,cocaine,GRIA1,P42261,1
C1115,cocaine,GRIA2,P42262,1
C1115,cocaine,GRIN1,Q05586,2
C1115,cocaine,HSPB1,P04792,1
C1115,cocaine,IL10,P22301,1
C1115,cocaine,KCNJ11,Q14654,1
C1115,cocaine,LCK,P06239,1
C1115,cocaine,MAPK1,P28482,1
C1115,cocaine,MYH7,P12883,1
C1115,cocaine,NACC1,Q96RE7,1
C1115,cocaine,NAPEPLD,Q6IQ20,1
C1115,cocaine,NR3C1,P04150,1
C1115,cocaine,NRXN3,Q9HDB5,1
C1115,cocaine,NTRK2,Q16620,1
C1115,cocaine,OPRK1,P41145,1
C1115,cocaine,PDYN,P01213,1
C1115,cocaine,PLA1A,Q53H76,1
C1115,cocaine,PLAT,P00750,1
C1115,cocaine,PLAU,P00749,1
C1115,cocaine,POMC,P01189,2
C1115,cocaine,PPP1R1B,Q9UD71,1
C1115,cocaine,PTK2B,Q14289,1
C1115,cocaine,RASGRF1,Q13972,1
C1115,cocaine,RGS17,Q9UGC6,1
C1115,cocaine,RGS2,P41220,1
C1115,cocaine,RGS9,O75916,1
C1115,cocaine,SIGMAR1,Q99720,1
C1115,cocaine,SLC6A3,Q01959,3
C1115,cocaine,SOD1,P00441,1
C1115,cocaine,TFPI2,P48307,1
C1115,cocaine,TH,P07101,1
C1115,cocaine,UPK3B,Q9BT76,1
C1116,brazilein,IL6,P05231,1
C1116,brazilein,NOS2,P35228,1
C1116,brazilein,TNF,P01375,1
C1118,n-coumaroyltyramine,EGFR,P00533,1
C1118,n-coumaroyltyramine,PTGS1,P23219,1
C1119,6-gingerol,AGTR1,P30556,1
C1119,6-gingerol,BAX,Q07812,1
C1119,6-gingerol,BCL2,P10415,1
C1119,6-gingerol,BIRC5,O15392,1
C1119,6-gingerol,CASP3,P42574,1
C1119,6-gingerol,CASP9,P55211,1
C1119,6-gingerol,JUN,P05412,1
C1119,6-gingerol,MMP2,P08253,1
C1119,6-gingerol,MMP9,P14780,1
C1119,6-gingerol,MUC5AC,P98088,1
C1119,6-gingerol,PLAU,P00749,1
C1119,6-gingerol,PTGS2,P35354,1
C1119,6-gingerol,RELA,Q04206,1
C1119,6-gingerol,TP53,P04637,1
C1119,6-gingerol,TRPV1,Q8NER1,1
C1120,GanodericacidT,MMP2,P08253,1
C1120,GanodericacidT,MMP9,P14780,1
C1121,lupulone,CASP3,P42574,1
C1121,lupulone,CASP9,P55211,1
C1122,ginkgolidec,PPBP,P02775,1
C1123,trichosanthin,ANXA5,P08758,1
C1123,trichosanthin,CCR1,P32246,1
C1123,trichosanthin,CCR3,P51677,1
C1123,trichosanthin,CCR4,P51679,1
C1123,trichosanthin,CCR5,P51681,1
C1123,trichosanthin,CDKN1A,P38936,1
C1123,trichosanthin,CXCL12,P48061,1
C1123,trichosanthin,CXCR4,P61073,1
C1123,trichosanthin,IL10,P22301,1
C1123,trichosanthin,RPLP0,P05388,1
C1123,trichosanthin,RPLP1,P05386,1
C1123,trichosanthin,RPLP2,P05387,1
C1123,trichosanthin,TP53,P04637,1
C1124,gniditrin,LDLR,P01130,1
C1125,Baicalin,ADORA2A,P29274,1
C1125,Baicalin,ALOX5,P09917,1
C1125,Baicalin,BAX,Q07812,1
C1125,Baicalin,BCL2,P10415,1
C1125,Baicalin,CAMK2G,Q13555,1
C1125,Baicalin,CCN2,P29279,1
C1125,Baicalin,CYP1A2,P05177,1
C1125,Baicalin,CYP3A,nan,2
C1125,Baicalin,DKK1,O94907,1
C1125,Baicalin,FABP1,P07148,1
C1125,Baicalin,FN1,P02751,1
C1125,Baicalin,FOXP3,Q9BZS1,1
C1125,Baicalin,GSK3B,P49841,1
C1125,Baicalin,GUSB,P08236,1
C1125,Baicalin,IL17A,Q16552,1
C1125,Baicalin,IL1B,P01584,1
C1125,Baicalin,IL6,P05231,1
C1125,Baicalin,JAK2,O60674,1
C1125,Baicalin,KDM1A,O60341,1
C1125,Baicalin,MEG3,nan,1
C1125,Baicalin,MMP9,P14780,1
C1125,Baicalin,NEU1,Q99519,1
C1125,Baicalin,NOD2,Q9HC29,2
C1125,Baicalin,NR1H3,Q13133,1
C1125,Baicalin,NR3C1,P04150,1
C1125,Baicalin,PPARG,P37231,3
C1125,Baicalin,SCNN1A,P37088,1
C1125,Baicalin,SMAD2,Q15796,1
C1125,Baicalin,SMAD3,P84022,1
C1125,Baicalin,SOD1,P00441,1
C1125,Baicalin,SOST,Q9BQB4,1
C1125,Baicalin,STAT3,P40763,1
C1125,Baicalin,TLR2,O60603,1
C1125,Baicalin,TLR4,O00206,1
C1125,Baicalin,TNF,P01375,2
C1125,Baicalin,TNFRSF11B,O00300,1
C1125,Baicalin,TYR,P14679,1
C1126,ginsenosidere,BAX,Q07812,1
C1126,ginsenosidere,BCL2,P10415,1
C1126,ginsenosidere,CASP3,P42574,1
C1126,ginsenosidere,FOS,P01100,1
C1126,ginsenosidere,NOS2,P35228,1
C1126,ginsenosidere,NOS3,P29474,1
C1127,gossypin,BCL2,P10415,1
C1127,gossypin,BCL2L1,Q07817,1
C1127,gossypin,BIRC2,Q13490,1
C1127,gossypin,BIRC5,O15392,1
C1127,gossypin,CCND1,P24385,1
C1127,gossypin,LDLR,P01130,1
C1127,gossypin,MAPK1,P28482,1
C1127,gossypin,MMP9,P14780,1
C1127,gossypin,MYC,P01106,1
C1127,gossypin,NFKBIA,P25963,1
C1127,gossypin,PTGS2,P35354,1
C1127,gossypin,PTP4A3,O75365,1
C1127,gossypin,RELA,Q04206,1
C1127,gossypin,VEGFA,P15692,1
C1127,gossypin,XIAP,P98170,1
C1128,alpha-viniferin,PTGS2,P35354,1
C1129,panaxydol,BDNF,P23560,1
C1129,panaxydol,CASP3,P42574,1
C1129,panaxydol,CDK2,P24941,1
C1129,panaxydol,EIF6,P56537,1
C1129,panaxydol,NGF,P01138,1
C1130,monoammoniumglycyrrhizinate,IL10,P22301,1
C1130,monoammoniumglycyrrhizinate,MPO,P05164,1
C1130,monoammoniumglycyrrhizinate,TNF,P01375,1
C1131,8-paradol,PTGS1,P23219,1
C1132,pinitol,NFKBIA,P25963,1
C1132,pinitol,RELA,Q04206,1
C1133,atropine,ACHE,P22303,3
C1133,atropine,APP,P05067,1
C1133,atropine,CHRNA9,Q9UGM1,1
C1133,atropine,FOS,P01100,3
C1133,atropine,GLP1R,P43220,1
C1133,atropine,HTR1A,P08908,1
C1133,atropine,MLN,P12872,1
C1133,atropine,MPO,P05164,1
C1133,atropine,PPY,P01298,1
C1133,atropine,PTGS2,P35354,1
C1134,gambogicacid,BCL2L10,Q9HD36,1
C1134,gambogicacid,ITGA4,P13612,1
C1134,gambogicacid,MCL1,Q07820,1
C1134,gambogicacid,TERT,O14746,1
C1135,ginkgolideb,ABCB1,P08183,1
C1135,ginkgolideb,ABCC2,Q92887,1
C1135,ginkgolideb,ALOX5,P09917,1
C1135,ginkgolideb,CASP3,P42574,1
C1135,ginkgolideb,CXCL8,P10145,1
C1135,ginkgolideb,CYP2B6,P20813,1
C1135,ginkgolideb,CYP3A4,P08684,1
C1135,ginkgolideb,GFAP,P14136,1
C1135,ginkgolideb,IL1B,P01584,1
C1135,ginkgolideb,JUN,P05412,1
C1135,ginkgolideb,NOS2,P35228,1
C1135,ginkgolideb,NR1I2,O75469,1
C1135,ginkgolideb,RELA,Q04206,1
C1135,ginkgolideb,TNF,P01375,1
C1135,ginkgolideb,TSPO,P30536,1
C1135,ginkgolideb,UGT1A1,P22309,1
C1136,Bavachin,NFKB1,P19838,1
C1138,berberine,ABCG2,Q9UNQ0,1
C1138,berberine,ACHE,P22303,1
C1138,berberine,AGT,P01019,1
C1138,berberine,AHR,P35869,1
C1138,berberine,APP,P05067,1
C1138,berberine,BAX,Q07812,2
C1138,berberine,BCL2,P10415,3
C1138,berberine,BCL2L1,Q07817,2
C1138,berberine,BID,P55957,1
C1138,berberine,CASP3,P42574,7
C1138,berberine,CASP8,Q14790,1
C1138,berberine,CASP9,P55211,1
C1138,berberine,CCL2,P13500,1
C1138,berberine,CCNB1,P14635,1
C1138,berberine,CCND1,P24385,2
C1138,berberine,CD69,Q07108,1
C1138,berberine,CDC42,P60953,1
C1138,berberine,CDK1,P06493,1
C1138,berberine,CDK2,P24941,1
C1138,berberine,CDK4,P11802,1
C1138,berberine,CDKN1A,P38936,1
C1138,berberine,CXCL12,P48061,1
C1138,berberine,CXCL8,P10145,1
C1138,berberine,CYCS,P99999,1
C1138,berberine,CYP1A1,P04798,1
C1138,berberine,DDIT3,P35638,1
C1138,berberine,DPP4,P27487,1
C1138,berberine,EGR1,P18146,1
C1138,berberine,FOS,P01100,1
C1138,berberine,HIF1A,Q16665,1
C1138,berberine,HNF4A,P41235,2
C1138,berberine,IFNG,P01579,1
C1138,berberine,IL1B,P01584,1
C1138,berberine,IL2RA,P01589,1
C1138,berberine,IL4,P05112,1
C1138,berberine,IL6,P05231,2
C1138,berberine,INS,P01308,2
C1138,berberine,JUN,P05412,1
C1138,berberine,MAPK1,P28482,1
C1138,berberine,MPO,P05164,1
C1138,berberine,NFKBIA,P25963,1
C1138,berberine,NOS2,P35228,1
C1138,berberine,PCSK9,Q8NBP7,1
C1138,berberine,PDGFA,P04085,1
C1138,berberine,PRKAA2,P54646,1
C1138,berberine,PTGS2,P35354,1
C1138,berberine,RELA,Q04206,1
C1138,berberine,SLC2A1,P11166,1
C1138,berberine,TEP1,Q99973,1
C1138,berberine,TH,P07101,1
C1138,berberine,TNF,P01375,1
C1138,berberine,TP53,P04637,2
C1138,berberine,VEGFA,P15692,1
C1138,berberine,WEE1,P30291,1
C1139,tetrahydrocortisone,HSD11B1,P28845,1
C1140,3-o-caffeoylquinicacid,GAA,P10253,1
C1141,cinnamtanninb1,CASP3,P42574,1
C1141,cinnamtanninb1,CASP9,P55211,1
C1142,oleandrin,CXCL8,P10145,1
C1142,oleandrin,FGF2,P09038,1
C1142,oleandrin,FPR1,P21462,1
C1142,oleandrin,JUN,P05412,1
C1142,oleandrin,MAP2K7,O14733,1
C1142,oleandrin,NGF,P01138,1
C1143,muscimol,AFP,P02771,1
C1143,muscimol,BDNF,P23560,1
C1143,muscimol,CASP3,P42574,1
C1143,muscimol,GABRR3,A8MPY1,1
C1143,muscimol,ITGB1,P05556,1
C1143,muscimol,MMP2,P08253,1
C1143,muscimol,MMP9,P14780,1
C1143,muscimol,PENK,P01210,1
C1143,muscimol,TIMP1,P01033,2
C1143,muscimol,TIMP3,P35625,2
C1147,yohimbine,ADRA2A,P08913,1
C1147,yohimbine,LPL,P06858,1
C1147,yohimbine,MDK,P21741,1
C1147,yohimbine,NGF,P01138,1
C1147,yohimbine,NOS2,P35228,1
C1148,anacardicacid,AURKA,O14965,1
C1148,anacardicacid,EP300,Q09472,1
C1149,vincristine,BCL2,P10415,1
C1149,vincristine,BCL2L1,Q07817,1
C1149,vincristine,BRCA1,P38398,1
C1149,vincristine,CDKN1A,P38936,1
C1149,vincristine,HIF1A,Q16665,1
C1149,vincristine,JUN,P05412,1
C1149,vincristine,MAP2K7,O14733,1
C1149,vincristine,MAPK13,O15264,1
C1149,vincristine,MAPK8,P45983,1
C1149,vincristine,MAPK9,P45984,1
C1149,vincristine,PRKCB,P05771,1
C1149,vincristine,PTGS2,P35354,1
C1149,vincristine,SOD2,P04179,1
C1149,vincristine,TEP1,Q99973,1
C1149,vincristine,TNF,P01375,1
C1149,vincristine,TRAP1,Q12931,1
C1149,vincristine,XRCC6,P12956,1
C1150,homoharringtonine,PCNA,P12004,1
C1151,gibberellin,AMY2A,P04746,1
C1152,petasin,PLA2G4A,P47712,1
C1154,dl-praeruptorina,RELA,Q04206,1
C1154,dl-praeruptorina,TNF,P01375,1
C1155,nadroparin,SELL,P14151,1
C1155,nadroparin,SELP,P16109,1
C1156,genkwadaphnin,BAX,Q07812,1
C1156,genkwadaphnin,BCL2,P10415,1
C1156,genkwadaphnin,BCL2L1,Q07817,1
C1157,macrostemonosidea,NAMPT,P43490,1
C1157,macrostemonosidea,PPARG,P37231,1
C1158,suffruticosolb,CYP1B1,Q16678,1
C1159,artemisinin,ABCB1,P08183,1
C1159,artemisinin,CDK4,P11802,1
C1159,artemisinin,CYP2B6,P20813,2
C1159,artemisinin,CYP3A4,P08684,1
C1159,artemisinin,GSTA1,P08263,1
C1159,artemisinin,GSTP1,P09211,1
C1159,artemisinin,HIF1A,Q16665,1
C1159,artemisinin,NOS2,P35228,1
C1159,artemisinin,NR1I2,O75469,1
C1159,artemisinin,NR1I3,Q14994,1
C1159,artemisinin,RELA,Q04206,1
C1159,artemisinin,SOD2,P04179,1
C1159,artemisinin,SP1,P08047,1
C1159,artemisinin,TDP1,Q9NUW8,1
C1159,artemisinin,TNF,P01375,1
C1159,artemisinin,VEGFA,P15692,1
C1159,artemisinin,VEGFC,P49767,1
C1160,withaferina,ACHE,P22303,1
C1160,withaferina,ATF2,P15336,1
C1160,withaferina,BAX,Q07812,1
C1160,withaferina,BID,P55957,1
C1160,withaferina,CASP3,P42574,1
C1160,withaferina,CASP8,Q14790,1
C1160,withaferina,CASP9,P55211,1
C1160,withaferina,HSPB1,P04792,1
C1160,withaferina,RELA,Q04206,2
C1160,withaferina,TNFRSF1A,P19438,1
C1160,withaferina,VIM,P08670,1
C1161,silydianin,CASP3,P42574,1
C1161,silydianin,CCNA2,P20248,1
C1161,silydianin,CCND1,P24385,1
C1161,silydianin,CCND3,P30281,1
C1161,silydianin,CDC25B,P30305,1
C1161,silydianin,CDC25C,P30307,1
C1161,silydianin,CDK2,P24941,1
C1161,silydianin,CDK4,P11802,1
C1161,silydianin,CDK6,Q00534,1
C1161,silydianin,CDKN1A,P38936,1
C1161,silydianin,PCDHAC2,Q9Y5I4,1
C1162,Benzaldehyde,AOX1,Q06278,1
C1163,Benzamide,CDK2,P24941,1
C1163,Benzamide,DHFR,P00374,1
C1163,Benzamide,ERG,P11308,1
C1163,Benzamide,GCK,P35557,2
C1163,Benzamide,HDAC9,Q9UKV0,1
C1163,Benzamide,PARP1,P09874,2
C1164,Benzene,ACHE,P22303,1
C1164,Benzene,CD80,P33681,1
C1164,Benzene,CD86,P42081,1
C1164,Benzene,CXADR,P78310,4
C1164,Benzene,CYP2E1,P05181,1
C1164,Benzene,DNMT3B,Q9UBC3,1
C1164,Benzene,FURIN,P09958,1
C1164,Benzene,GSTK1,Q9Y2Q3,1
C1164,Benzene,HMOX1,P09601,1
C1164,Benzene,NR1I2,O75469,1
C1164,Benzene,SSTR5,P35346,1
C1164,Benzene,TP53,P04637,2
C1165,Benzo[Def]Chrysene,AHR,P35869,3
C1165,Benzo[Def]Chrysene,TP53,P04637,1
C1166,BenzoicAcid,DAO,P14920,1
C1166,BenzoicAcid,HSP90AA1,P07900,1
C1166,BenzoicAcid,MIF,P14174,1
C1166,BenzoicAcid,PPARA,Q07869,2
C1166,BenzoicAcid,SLC15A1,P46059,1
C1167,Benzophenone,LTC4S,Q16873,1
C1167,Benzophenone,MAP2K7,O14733,2
C1167,Benzophenone,MAPK1,P28482,1
C1168,Benzoquinone,HSP90AA1,P07900,1
C1168,Benzoquinone,PECAM1,P16284,1
C1169,Benzylamine,SLC6A4,P31645,1
C1170,Berbamine,SMAD7,O15105,1
C1170,Berbamine,TGFBR2,P37173,1
C1171,Berberine,ACHE,P22303,1
C1171,Berberine,ADIPOQ,Q15848,1
C1171,Berberine,AKT1,P31749,1
C1171,Berberine,AMER1,Q5JTC6,1
C1171,Berberine,AQP4,P55087,1
C1171,Berberine,AR,P10275,1
C1171,Berberine,BACE1,P56817,1
C1171,Berberine,BECN1,Q14457,1
C1171,Berberine,CALM3;CALM1;CALM2,P0DP25;P0DP23;P0DP24,1
C1171,Berberine,CASP3,P42574,1
C1171,Berberine,CDH1,P12830,1
C1171,Berberine,CORT,O00230,1
C1171,Berberine,CTNNB1,P35222,1
C1171,Berberine,CYBB,P04839,1
C1171,Berberine,CYP2D6,P10635,1
C1171,Berberine,CYP2E1,P05181,1
C1171,Berberine,CYP2J2,P51589,1
C1171,Berberine,DDIT3,P35638;P0DPQ6,1
C1171,Berberine,DNMT1,P26358,1
C1171,Berberine,DNMT3B,Q9UBC3,1
C1171,Berberine,EFNB2,P52799,3
C1171,Berberine,EGFR,P00533,2
C1171,Berberine,EZR,P15311,1
C1171,Berberine,HIF1A,Q16665,1
C1171,Berberine,HSPA5,P11021,1
C1171,Berberine,ID1,P41134,1
C1171,Berberine,IKBKB,O14920,1
C1171,Berberine,IRS1,P35568,1
C1171,Berberine,JUN,P05412,2
C1171,Berberine,LEP,P41159,1
C1171,Berberine,MAPK14,Q16539,2
C1171,Berberine,MIR21,nan,2
C1171,Berberine,MIR373,nan,1
C1171,Berberine,MIR93,nan,1
C1171,Berberine,MLC1,Q15049,1
C1171,Berberine,MMP1,P03956,2
C1171,Berberine,MMP13,P45452,1
C1171,Berberine,MMP3,P08254,1
C1171,Berberine,MMP9,P14780,1
C1171,Berberine,MTOR,P42345,1
C1171,Berberine,MYLK3,Q32MK0,1
C1171,Berberine,NFE2L2,Q16236,1
C1171,Berberine,NFKB1,P19838,2
C1171,Berberine,NOS2,P35228,1
C1171,Berberine,OLR1,P78380,1
C1171,Berberine,PON1,P27169,1
C1171,Berberine,PPARA,Q07869,3
C1171,Berberine,PPARG,P37231,1
C1171,Berberine,PRKAA1,Q13131,3
C1171,Berberine,PTEN,P60484,2
C1171,Berberine,PTGS2,P35354,1
C1171,Berberine,PTK2,Q05397,1
C1171,Berberine,RET,P07949,1
C1171,Berberine,RXRA,P19793,1
C1171,Berberine,SCARB1,Q8WTV0,1
C1171,Berberine,SLC22A2,O15244,2
C1171,Berberine,SLC22A3,O75751,1
C1171,Berberine,SLC9A3,P48764,1
C1171,Berberine,SRC,P12931,1
C1171,Berberine,SREBF1,P36956,1
C1171,Berberine,STAT3,P40763,1
C1171,Berberine,TIMP1,P01033,1
C1171,Berberine,TP53,P04637,1
C1171,Berberine,TRPV1,Q8NER1,1
C1171,Berberine,VASP,P50552,2
C1171,Berberine,VEGFA,P15692,1
C1172,BerberineChloride,AR,P10275,1
C1172,BerberineChloride,JAK3,P52333,1
C1173,Bergapten,CYP1A2,P05177,1
C1174,Bergaptol,CYP3A4,P08684,1
C1175,Bergenin,ACHE,P22303,1
C1175,Bergenin,BTRC,Q9Y297,1
C1175,Bergenin,CYP2C9,P11712,1
C1175,Bergenin,CYP2E1,P05181,1
C1175,Bergenin,CYP3A4,P08684,1
C1175,Bergenin,MTOR,P42345,1
C1176,Besigomsin,ABCB1,P08183,1
C1176,Besigomsin,CYP3A,nan,1
C1176,Besigomsin,GLB1,P16278,1
C1176,Besigomsin,IL1B,P01584,1
C1176,Besigomsin,IL6,P05231,1
C1176,Besigomsin,TNF,P01375,1
C1177,BetaCarotene,AKT1,P31749,1
C1177,BetaCarotene,ALB,P02768,1
C1177,BetaCarotene,BCL2,P10415,1
C1177,BetaCarotene,CASP3,P42574,1
C1177,BetaCarotene,CASP7,P55210,1
C1177,BetaCarotene,CASP8,Q14790,1
C1177,BetaCarotene,CASP9,P55211,1
C1177,BetaCarotene,CAV1,Q03135,1
C1177,BetaCarotene,CEBPA,P49715,1
C1177,BetaCarotene,CTNNB1,P35222,1
C1177,BetaCarotene,CYP1A2,P05177,1
C1177,BetaCarotene,CYP3A4,P08684,1
C1177,BetaCarotene,Cyp2b1,P00176,1
C1177,BetaCarotene,F3,P13726,1
C1177,BetaCarotene,GJA1,P17302,1
C1177,BetaCarotene,HMOX1,P09601,1
C1177,BetaCarotene,MMP1,P03956,1
C1177,BetaCarotene,MMP10,P09238,1
C1177,BetaCarotene,MMP2,P08253,1
C1177,BetaCarotene,MYC,P01106,1
C1177,BetaCarotene,PTGS2,P35354,1
C1177,BetaCarotene,RXRA,P19793,1
C1177,BetaCarotene,VEGFA,P15692,1
C1178,Beta-Sitosterol,BAX,Q07812,1
C1178,Beta-Sitosterol,BCL2,P10415,1
C1178,Beta-Sitosterol,CASP3,P42574,5
C1178,Beta-Sitosterol,CASP8,Q14790,1
C1178,Beta-Sitosterol,CASP9,P55211,3
C1178,Beta-Sitosterol,EDN1,P05305,1
C1178,Beta-Sitosterol,MAP2,P11137,1
C1178,Beta-Sitosterol,PRKAA2,P54646,1
C1178,Beta-Sitosterol,PRKCA,P17252,1
C1178,Beta-Sitosterol,TGFB1,P01137,1
C1179,Betulin,IFNG,P01579,1
C1179,Betulin,MAPK1,P28482,1
C1179,Betulin,MAPK8,P45983,1
C1179,Betulin,MMP3,P08254,1
C1179,Betulin,PTGS2,P35354,1
C1179,Betulin,SREBF1,P36956,2
C1180,BetulinicAcid,ERBB2,P04626,1
C1180,BetulinicAcid,GPBAR1,Q8TDU6,2
C1180,BetulinicAcid,LIPG,Q9Y5X9,1
C1180,BetulinicAcid,LMNB1,P20700,1
C1180,BetulinicAcid,MAPK1,P28482,1
C1180,BetulinicAcid,MAPK8,P45983,1
C1180,BetulinicAcid,NFKB1,P19838,2
C1180,BetulinicAcid,STAT3,P40763,1
C1180,BetulinicAcid,YY1,P25490,1
C1181,BetunolicAcid,CCND2,P30279,1
C1182,Bicarbonate,PPARGC1A,Q9UBK2,1
C1182,Bicarbonate,SLC9A3,P48764,1
C1183,Bicuculline,FOS,P01100,3
C1183,Bicuculline,GABARAP,O95166,4
C1183,Bicuculline,GABRA3,P34903,1
C1183,Bicuculline,GABRB3,P28472,1
C1183,Bicuculline,GABRG1,Q8N1C3,4
C1183,Bicuculline,GABRG2,P18507,4
C1183,Bicuculline,GABRR3,A8MPY1,1
C1183,Bicuculline,GJA1,P17302,1
C1183,Bicuculline,GJB1,P08034,1
C1183,Bicuculline,GNRHR,P30968,1
C1183,Bicuculline,GRIN2D,O15399,1
C1183,Bicuculline,GRM1,Q13255,1
C1183,Bicuculline,GRM5,P41594,1
C1183,Bicuculline,PDE4A,P27815,1
C1184,BileAcid,ABCB1,P08183,1
C1184,BileAcid,CDX2,Q99626,2
C1184,BileAcid,COG2,Q14746,1
C1184,BileAcid,CYP8B1,Q9UNU6,1
C1184,BileAcid,EGFR,P00533,1
C1184,BileAcid,FGF19,O95750,1
C1184,BileAcid,FOXA2,Q9Y261,1
C1184,BileAcid,GPBAR1,Q8TDU6,3
C1184,BileAcid,HBG1,P69891,1
C1184,BileAcid,HSD11B1,P28845,1
C1184,BileAcid,HSD11B2,P80365,1
C1184,BileAcid,IL17A,Q16552,1
C1184,BileAcid,IL6,P05231,1
C1184,BileAcid,LPL,P06858,1
C1184,BileAcid,MAPK1,P28482,1
C1184,BileAcid,NFKB1,P19838,1
C1184,BileAcid,NR0B2,Q15466,1
C1184,BileAcid,NR1H4,Q96RI1,8
C1184,BileAcid,NR1I2,O75469,1
C1184,BileAcid,NR1I3,Q14994,1
C1184,BileAcid,PTGS2,P35354,1
C1184,BileAcid,SCNN1A,P37088,1
C1184,BileAcid,SOX2,P48431,1
C1184,BileAcid,SPX,Q9BT56,1
