Compound ID,	Common name,Gene Symbol,UniprotID,lit_n
C0080,Fluoxetine,SLC6A4,P31645,11
C0080,Fluoxetine,SMPD1,P17405,1
C0081,FolicAcid,CASP3,P42574,1
C0081,FolicAcid,FOLH1,Q04609,1
C0081,FolicAcid,HSD11B2,P80365,1
C0081,FolicAcid,IGF2,P01344,1
C0081,FolicAcid,SFTPA1,Q8IWL2,1
C0082,Fomepizole,ADH4,P08319,1
C0082,Fomepizole,AKR1A1,P14550,3
C0083,Formononetin,ABCB1,P08183,1
C0083,Formononetin,AKT1,P31749,1
C0083,Formononetin,CASP3,P42574,1
C0083,Formononetin,ESR2,Q92731,1
C0083,Formononetin,FGFR2,P21802,1
C0083,Formononetin,NLRP3,Q96P20,1
C0083,Formononetin,PTGR1,Q14914,1
C0083,Formononetin,SIRT1,Q96EB6,1
C0083,Formononetin,USP5,P45974,1
C0084,Forsythiaside,ACHE,P22303,2
C0084,Forsythiaside,NFE2L2,Q16236,1
C0085,Fraxetin,AKT1,P31749,1
C0085,Fraxetin,BMP2,P12643,1
C0085,Fraxetin,BMP4,P12644,1
C0085,Fraxetin,CASP3,P42574,1
C0085,Fraxetin,CASP8,Q14790,1
C0085,Fraxetin,TNF,P01375,1
C0086,FumaricAcid,HIF1A,Q16665,1
C0086,FumaricAcid,TET2,Q6N021,1
C0086,FumaricAcid,VEGFA,P15692,1
C0087,(4-Prop-1-En-2-Ylcyclohexen-1-Yl)Methanol,TAC1,P20366,1
C0088,Gabapentin,CACNA2D1,P54289,1
C0088,Gabapentin,CNR1,P21554,1
C0088,Gabapentin,FGF2,P09038,1
C0088,Gabapentin,FOS,P01100,1
C0088,Gabapentin,KCNQ3,O43525,1
C0089,Galangin,ADAM9,Q13443,1
C0089,Galangin,AHR,P35869,3
C0089,Galangin,BAX,Q07812,1
C0089,Galangin,BCHE,P06276,1
C0089,Galangin,BCL2,P10415,1
C0089,Galangin,CCND3,P30281,1
C0089,Galangin,CDH1,P12830,1
C0089,Galangin,CDK1,P06493,1
C0089,Galangin,CDK4,P11802,1
C0089,Galangin,CXADR,P78310,1
C0089,Galangin,CYP1A1,P04798,1
C0089,Galangin,DDIT3,P35638;P0DPQ6,1
C0089,Galangin,GSTP1,P09211,1
C0089,Galangin,LIPG,Q9Y5X9,1
C0089,Galangin,MAPK8,P45983,1
C0089,Galangin,PTK2,Q05397,1
C0089,Galangin,TRPC5,Q9UL62,1
C0089,Galangin,VIM,P08670,1
C0089,Galangin,WNT3A,P56704,1
C0090,GallicAcid,ABCB1,P08183,1
C0090,GallicAcid,ACHE,P22303,1
C0090,GallicAcid,BACE1,P56817,1
C0090,GallicAcid,CASP3,P42574,2
C0090,GallicAcid,CASP9,P55211,2
C0090,GallicAcid,CAT,P04040,1
C0090,GallicAcid,CDC25A,P30304,1
C0090,GallicAcid,DGAT1,O75907,1
C0090,GallicAcid,DPP4,P27487,1
C0090,GallicAcid,FASLG,P48023,2
C0090,GallicAcid,IL33,O95760,1
C0090,GallicAcid,LPO,P22079,1
C0090,GallicAcid,MAOA,P21397,1
C0090,GallicAcid,MARK4,Q96L34,1
C0090,GallicAcid,MGST1,P10620,2
C0090,GallicAcid,MMP2,P08253,1
C0090,GallicAcid,MMP9,P14780,1
C0090,GallicAcid,MYD88,Q99836,1
C0090,GallicAcid,NFE2L2,Q16236,1
C0090,GallicAcid,NFKB1,P19838,2
C0090,GallicAcid,NOS2,P35228,1
C0090,GallicAcid,PIK3CG,P48736,1
C0090,GallicAcid,PRKCD,Q05655,1
C0090,GallicAcid,PTGR1,Q14914,1
C0090,GallicAcid,SULT1A1,P50225,2
C0090,GallicAcid,TP53,P04637,2
C0091,Gallocatechin,MMP9,P14780,1
C0093,GambogicAcid,ABCB1,P08183,2
C0093,GambogicAcid,HSP90AA1,P07900,2
C0093,GambogicAcid,PDGFRB,P09619,1
C0093,GambogicAcid,YAP1,P46937,1
C0094,Gamma-AminobutyricAcid,ABAT,P80404,4
C0094,Gamma-AminobutyricAcid,AR,P10275,1
C0094,Gamma-AminobutyricAcid,BCL2,P10415,1
C0094,Gamma-AminobutyricAcid,BDNF,P23560,2
C0094,Gamma-AminobutyricAcid,CASP3,P42574,1
C0094,Gamma-AminobutyricAcid,CHAT,P28329,1
C0094,Gamma-AminobutyricAcid,GABARAP,O95166,1
C0094,Gamma-AminobutyricAcid,GAD1,Q99259,1
C0094,Gamma-AminobutyricAcid,GCK,P35557,1
C0094,Gamma-AminobutyricAcid,IL6,P05231,1
C0094,Gamma-AminobutyricAcid,MGAT1,P26572,2
C0094,Gamma-AminobutyricAcid,PDX1,P52945,1
C0094,Gamma-AminobutyricAcid,SLC2A2,P11168,1
C0094,Gamma-AminobutyricAcid,SLC32A1,Q9H598,1
C0094,Gamma-AminobutyricAcid,SLC6A11,P48066,2
C0095,GamolenicAcid,CASP3,P42574,1
C0095,GamolenicAcid,CNP,P09543,1
C0095,GamolenicAcid,FASN,P49327,2
C0095,GamolenicAcid,MBP,P02686,1
C0095,GamolenicAcid,OCLN,Q16625,1
C0095,GamolenicAcid,PPARG,P37231,1
C0095,GamolenicAcid,TNF,P01375,1
C0096,Ganciclovir,GRM1,Q13255,2
C0096,Ganciclovir,GRM5,P41594,3
C0097,GanodericAcidF,AKR1B1,P15121,1
C0098,Gdp,DYNC1LI1,Q9Y6G9,1
C0098,Gdp,EIF5B,O60841,1
C0098,Gdp,KRAS,P01116,1
C0098,Gdp,RALA,P11233,1
C0098,Gdp,SNCAIP,Q9Y6H5,1
C0098,Gdp,UCP1,P25874,5
C0098,Gdp,UCP2,P55851,1
C0098,Gdp,UCP3,P55916,1
C0099,Gedunin,HSP90AA1,P07900,2
C0099,Gedunin,PTGES3,Q15185,2
C0099,Gedunin,SHH,Q15465,1
C0100,Gefitinib,ABCG2,Q9UNQ0,3
C0100,Gefitinib,BAX,Q07812,1
C0100,Gefitinib,BCL2,P10415,1
C0100,Gefitinib,CD274,Q9NZQ7,1
C0100,Gefitinib,CTNNB1,P35222,1
C0100,Gefitinib,EGF,P01133,4
C0100,Gefitinib,EGFR,P00533,20
C0100,Gefitinib,ERBB3,P21860,1
C0100,Gefitinib,ETS1,P14921,1
C0100,Gefitinib,FCGR1CP,nan,1
C0100,Gefitinib,FN1,P02751,1
C0100,Gefitinib,FOXO3,O43524,1
C0100,Gefitinib,GAK,O14976,2
C0100,Gefitinib,HSPA4,P34932,1
C0100,Gefitinib,IKBKB,O14920,1
C0100,Gefitinib,MAP1LC3A,Q9H492,2
C0100,Gefitinib,MAPK1,P28482,1
C0100,Gefitinib,MAPK3,P27361,1
C0100,Gefitinib,MAPK8,P45983,1
C0100,Gefitinib,MIR29B1,nan,1
C0100,Gefitinib,PRKAA1,Q13131,1
C0100,Gefitinib,PTGER4,P35408,1
C0100,Gefitinib,RIPK2,O43353,4
C0100,Gefitinib,STAT3,P40763,1
C0100,Gefitinib,TET1,Q8NFU7,1
C0100,Gefitinib,TOB1,P50616,1
C0100,Gefitinib,TXK,P42681,3
C0101,Genistein,ABCG2,Q9UNQ0,1
C0101,Genistein,AKR1B1,P15121,1
C0101,Genistein,AKT1,P31749,2
C0101,Genistein,APEX1,P27695,1
C0101,Genistein,APOA1,P02647,1
C0101,Genistein,AR,P10275,3
C0101,Genistein,ATM,Q13315,1
C0101,Genistein,BAX,Q07812,3
C0101,Genistein,BCL2,P10415,3
C0101,Genistein,BHLHE40,O14503,1
C0101,Genistein,BIRC7,Q96CA5,1
C0101,Genistein,BMP2,P12643,1
C0101,Genistein,BUB1,O43683,1
C0101,Genistein,CASP3,P42574,2
C0101,Genistein,CASP9,P55211,1
C0101,Genistein,CCL2,P13500,1
C0101,Genistein,CCN2,P29279,2
C0101,Genistein,CCNA2,P20248,1
C0101,Genistein,CCNB1,P14635,4
C0101,Genistein,CDC20,Q12834,1
C0101,Genistein,CDC25C,P30307,1
C0101,Genistein,CDK1,P06493,3
C0101,Genistein,CDKN1A,P38936,5
C0101,Genistein,CDKN2A,P42771,1
C0101,Genistein,CFTR,P13569,2
C0101,Genistein,CHEK2,O96017,2
C0101,Genistein,CRYAB,P02511,1
C0101,Genistein,CXCL8,P10145,1
C0101,Genistein,CYCS,P99999,1
C0101,Genistein,CYP1A2,P05177,1
C0101,Genistein,CYP2A6,P11509,1
C0101,Genistein,DFFA,O00273,1
C0101,Genistein,DNMT1,P26358,1
C0101,Genistein,DNMT3B,Q9UBC3,1
C0101,Genistein,EGFR,P00533,3
C0101,Genistein,ERBB2,P04626,2
C0101,Genistein,ESR1,P03372,4
C0101,Genistein,ESR2,Q92731,2
C0101,Genistein,FASN,P49327,1
C0101,Genistein,FGFR4,P22455,1
C0101,Genistein,FN1,P02751,1
C0101,Genistein,FOS,P01100,2
C0101,Genistein,GCK,P35557,1
C0101,Genistein,GFAP,P14136,1
C0101,Genistein,GJA1,P17302,1
C0101,Genistein,GLB1,P16278,1
C0101,Genistein,GSTP1,P09211,1
C0101,Genistein,H6PD,O95479,1
C0101,Genistein,HDAC6,Q9UBN7,1
C0101,Genistein,HDAC9,Q9UKV0,1
C0101,Genistein,HIF1A,Q16665,1
C0101,Genistein,HMGCR,P04035,2
C0101,Genistein,HSD11B1,P28845,1
C0101,Genistein,ICAM1,P05362,1
C0101,Genistein,IGF1R,P08069,1
C0101,Genistein,IL1B,P01584,1
C0101,Genistein,JUN,P05412,2
C0101,Genistein,KIF20A,O95235,1
C0101,Genistein,LDLR,P01130,2
C0101,Genistein,MAP2K4,P45985,1
C0101,Genistein,MAP2K5,Q13163,1
C0101,Genistein,MAP2K7,O14733,1
C0101,Genistein,MAPK1,P28482,1
C0101,Genistein,MAPK3,P27361,1
C0101,Genistein,MDC1,Q14676,1
C0101,Genistein,MDM2,Q00987,1
C0101,Genistein,MIR29B1,nan,1
C0101,Genistein,MMP9,P14780,1
C0101,Genistein,NCOR1,O75376,1
C0101,Genistein,NFKB1,P19838,2
C0101,Genistein,NOS2,P35228,1
C0101,Genistein,NOS3,P29474,1
C0101,Genistein,PBK,Q96KB5,1
C0101,Genistein,PECAM1,P16284,1
C0101,Genistein,PLK1,P53350,1
C0101,Genistein,PML,P29590,1
C0101,Genistein,PPARA,Q07869,2
C0101,Genistein,PPARG,P37231,1
C0101,Genistein,PRKDC,P78527,1
C0101,Genistein,PTEN,P60484,1
C0101,Genistein,PTGS2,P35354,3
C0101,Genistein,PTK2B,Q14289,2
C0101,Genistein,PTPA,Q15257,1
C0101,Genistein,RAF1,P04049,2
C0101,Genistein,RELA,Q04206,4
C0101,Genistein,RUNX2,Q13950,1
C0101,Genistein,SELE,P16581,1
C0101,Genistein,SLC26A6,Q9BXS9,1
C0101,Genistein,SLC4A4,Q9Y6R1,1
C0101,Genistein,SLC6A3,Q01959,1
C0101,Genistein,SLC9A1,P19634,1
C0101,Genistein,SLC9A2,Q9UBY0,1
C0101,Genistein,SLC9A3,P48764,1
C0101,Genistein,SRC,P12931,1
C0101,Genistein,STAT1,P42224,1
C0101,Genistein,STAT3,P40763,1
C0101,Genistein,SYK,P43405,1
C0101,Genistein,TGFB1,P01137,3
C0101,Genistein,TGFB2,P61812,1
C0101,Genistein,TIMP1,P01033,2
C0101,Genistein,TNF,P01375,1
C0101,Genistein,TNFRSF11B,O00300,3
C0101,Genistein,TNFSF11,O14788,2
C0101,Genistein,TP53,P04637,2
C0101,Genistein,TRPC5,Q9UL62,1
C0101,Genistein,UGT1A1,P22309,1
C0101,Genistein,VCAM1,P19320,2
C0101,Genistein,VEGFA,P15692,3
C0101,Genistein,ZBTB16,Q05516,1
C0102,Geraniol,BAK1,Q16611,1
C0102,Geraniol,CCND1,P24385,1
C0102,Geraniol,CDK2,P24941,1
C0102,Geraniol,CDK4,P11802,1
C0102,Geraniol,CES2,O00748,1
C0102,Geraniol,CYP2B6,P20813,1
C0102,Geraniol,HMGCR,P04035,1
C0103,Geranylgeraniol,NFKB1,P19838,1
C0103,Geranylgeraniol,PPARG,P37231,1
C0103,Geranylgeraniol,UBIAD1,Q9Y5Z9,1
C0104,GinsenosideRh2,BAX,Q07812,1
C0104,GinsenosideRh2,CASP1,P29466,1
C0104,GinsenosideRh2,CASP3,P42574,1
C0104,GinsenosideRh2,EGFR,P00533,1
C0104,GinsenosideRh2,IL1B,P01584,1
C0105,Glabridin,MAPK8,P45983,1
C0105,Glabridin,MAPK9,P45984,1
C0106,Glutathione,AKR1B1,P15121,1
C0106,Glutathione,SELENOW,P63302,1
C0106,Glutathione,TPO,P07202,2
C0107,Glycinebetaine,IGFBP1,P08833,1
C0107,Glycinebetaine,TNF,P01375,1
C0108,Glycybenzofuran,PTPN1,P18031,1
C0109,Glycyrol,PPP3CA,Q08209,1
C0110,Glycyrrhizin,CASP3,P42574,2
C0110,Glycyrrhizin,CCL11,P51671,1
C0110,Glycyrrhizin,CYP11B2,P19099,1
C0110,Glycyrrhizin,HMGB1,P09429,1
C0110,Glycyrrhizin,HMOX1,P09601,1
C0110,Glycyrrhizin,HSD11B2,P80365,2
C0110,Glycyrrhizin,IL2,P60568,1
C0110,Glycyrrhizin,IL6,P05231,1
C0110,Glycyrrhizin,JUN,P05412,1
C0110,Glycyrrhizin,MPO,P05164,1
C0110,Glycyrrhizin,NOS2,P35228,1
C0110,Glycyrrhizin,PPARG,P37231,1
C0110,Glycyrrhizin,PTGS2,P35354,1
C0110,Glycyrrhizin,STAT3,P40763,1
C0110,Glycyrrhizin,TNF,P01375,2
C0112,Gossypol,APEX1,P27695,1
C0112,Gossypol,BCL2,P10415,6
C0112,Gossypol,BCL2L1,Q07817,6
C0112,Gossypol,Bcl2l1,Q64373,1
C0112,Gossypol,CASP3,P42574,1
C0112,Gossypol,CASP8,Q14790,1
C0112,Gossypol,CASP9,P55211,1
C0112,Gossypol,CXCL8,P10145,1
C0112,Gossypol,GJA1,P17302,1
C0112,Gossypol,HSD11B1,P28845,1
C0112,Gossypol,ICAM1,P05362,1
C0112,Gossypol,LDHA,P00338,2
C0112,Gossypol,NCOA1,Q15788,1
C0112,Gossypol,NCOA3,Q9Y6Q9,2
C0112,Gossypol,PCLAF,Q15004,1
C0112,Gossypol,PLG,P00747,1
C0113,Guanine,CIDEB,Q9UHD4,1
C0113,Guanine,LRRK2,Q5S007,1
C0113,Guanine,RHOA,P61586,1
C0113,Guanine,SPHK1,Q9NYA1,1
C0114,(-)-Epicatechin,ABCG2,Q9UNQ0,2
C0114,(-)-Epicatechin,ACE,P12821,1
C0114,(-)-Epicatechin,CASP3,P42574,1
C0114,(-)-Epicatechin,COMT,P21964,1
C0114,(-)-Epicatechin,GSS,P48637,1
C0114,(-)-Epicatechin,IL1A,P01583,1
C0114,(-)-Epicatechin,IL6,P05231,1
C0114,(-)-Epicatechin,JUN,P05412,1
C0114,(-)-Epicatechin,NOS3,P29474,2
C0114,(-)-Epicatechin,RYR1,P21817,1
C0114,(-)-Epicatechin,TNF,P01375,1
C0115,Harmine,DYRK1A,Q13627,6
C0115,Harmine,MAOA,P21397,4
C0115,Harmine,NFATC1,O95644,1
C0116,Harpagoside,NFKBIA,P25963,1
C0118,Hesperetin,CYP19A1,P11511,1
C0118,Hesperetin,NOTCH1,P46531,2
C0118,Hesperetin,SIRT1,Q96EB6,1
C0119,Hesperidin,BACE1,P56817,1
C0119,Hesperidin,BAX,Q07812,1
C0119,Hesperidin,BCL2,P10415,1
C0119,Hesperidin,CAMK4,Q16566,1
C0119,Hesperidin,CASP3,P42574,1
C0119,Hesperidin,ICAM1,P05362,1
C0119,Hesperidin,NFKB1,P19838,1
C0119,Hesperidin,NOS2,P35228,1
C0119,Hesperidin,PCNA,P12004,1
C0119,Hesperidin,TNF,P01375,1
C0119,Hesperidin,VCAM1,P19320,1
C0122,Hinokitiol,BMI1,P35226,1
C0123,HippuricAcid,PPARG,P37231,1
C0124,Hispidulin,HIF1A,Q16665,1
C0124,Hispidulin,PIM1,P11309,1
C0125,Histamine,CDH5,P33151,1
C0125,Histamine,CRH,P06850,1
C0125,Histamine,CRHR1,P34998,1
C0125,Histamine,DEFB4A;DEFB4B,O15263,1
C0125,Histamine,HRH1,P35367,2
C0125,Histamine,MMP9,P14780,1
C0125,Histamine,NFKB1,P19838,1
C0125,Histamine,PTGS2,P35354,1
C0125,Histamine,SELP,P16109,1
C0126,Honokiol,FOXM1,Q08050,1
C0126,Honokiol,GP6,Q9HCN6,1
C0126,Honokiol,PPARG,P37231,1
C0126,Honokiol,RXRA,P19793,1
C0126,Honokiol,SIRT3,Q9NTG7,4
C0127,Humulone,IKBKB,O14920,1
C0127,Humulone,JUN,P05412,1
C0127,Humulone,PTGS2,P35354,1
C0127,Humulone,RELA,Q04206,1
C0128,Hydrastine,PAK4,O96013,1
C0129,Hydrocortisone,ALB,P02768,1
C0129,Hydrocortisone,BCL2L12,Q9HB09,1
C0129,Hydrocortisone,DEPTOR,Q8TB45,1
C0129,Hydrocortisone,IL6,P05231,1
C0129,Hydrocortisone,KCNA3,P22001,1
C0129,Hydrocortisone,NR3C1,P04150,1
C0129,Hydrocortisone,SERPINA6,P08185,3
C0129,Hydrocortisone,THRB,P10828,1
C0129,Hydrocortisone,TP53,P04637,1
C0130,Hydroquinone,GRM1,Q13255,2
C0130,Hydroquinone,TNF,P01375,1
C0130,Hydroquinone,TYR,P14679,1
C0132,Hyperforin,CXCL8,P10145,1
C0132,Hyperforin,CYP3A4,P08684,1
C0132,Hyperforin,ICAM1,P05362,1
C0132,Hyperforin,NR1I2,O75469,1
C0132,Hyperforin,STAT1,P42224,2
C0132,Hyperforin,TRPC6,Q9Y210,2
C0133,Hyperoside,CASP3,P42574,1
C0133,Hyperoside,CAT,P04040,1
C0133,Hyperoside,HMOX1,P09601,1
C0133,Hyperoside,NFE2L2,Q16236,1
C0133,Hyperoside,SIRT1,Q96EB6,1
C0134,Ibuprofen,HIF1A,Q16665,1
C0134,Ibuprofen,PTGS2,P35354,1
C0134,Ibuprofen,SLC15A1,P46059,1
C0135,Icariin,ACHE,P22303,1
C0135,Icariin,AKT1,P31749,1
C0135,Icariin,APP,P05067,1
C0135,Icariin,BMP4,P12644,1
C0135,Icariin,CTSK,P43235,1
C0135,Icariin,ID1,P41134,1
C0135,Icariin,MMP9,P14780,1
C0135,Icariin,NFE2L2,Q16236,1
C0135,Icariin,NFKB1,P19838,1
C0135,Icariin,NOS3,P29474,1
C0135,Icariin,NOX4,Q9NPH5,1
C0135,Icariin,NRF1,Q16656,1
C0135,Icariin,PPARA,Q07869,1
C0135,Icariin,RUNX2,Q13950,1
C0135,Icariin,TLR9,Q9NR96,1
C0135,Icariin,TNFRSF11B,O00300,1
C0135,Icariin,TNFSF11,O14788,1
C0135,Icariin,TNNT2,P45379,1
C0136,IcarisideIi,CXCR4,P61073,1
C0136,IcarisideIi,JAK2,O60674,1
C0136,IcarisideIi,NOS2,P35228,1
C0136,IcarisideIi,STAT3,P40763,1
C0137,Icaritin,BAX,Q07812,1
C0137,Icaritin,BCL2,P10415,2
C0137,Icaritin,PIK3R1,P27986,1
C0138,Icosapent,CRP,P02741,1
C0138,Icosapent,ILK,Q13418,1
C0138,Icosapent,MAPK1,P28482,1
C0138,Icosapent,MAPK3,P27361,1
C0138,Icosapent,PPARG,P37231,2
C0138,Icosapent,SOD1,P00441,1
C0138,Icosapent,TNF,P01375,1
C0139,Ifenprodil,GRIN1,Q05586,1
C0139,Ifenprodil,GRIN2B,Q13224,2
C0140,Imidazole,MAPK14,Q16539,1
C0140,Imidazole,PTGES2,Q9H7Z7,1
C0141,Indigo,AHR,P35869,2
C0141,Indigo,CDC25B,P30305,1
C0141,Indigo,IL22,Q9GZX6,1
C0142,Indirubin,AHR,P35869,1
C0142,Indirubin,CDC25B,P30305,1
C0142,Indirubin,CDK9,P50750,1
C0143,Indole,IFNG,P01579,1
C0143,Indole,KRAS,P01116,1
C0143,Indole,MAOA,P21397,1
C0143,Indole,PKLR,P30613,1
C0144,Inosine,ADORA3,P0DMS8,1
C0144,Inosine,P2RY1,P47900,1
C0145,Inositol,AKT1,P31749,1
C0145,Inositol,ALPI,P09923,1
C0145,Inositol,CDK5,Q00535,1
C0145,Inositol,PTEN,P60484,1
C0145,Inositol,TRPV1,Q8NER1,1
C0146,Isatin,GAPDH,P04406,1
C0146,Isatin,MAOB,P27338,2
C0147,Isoalantolactone,CCNB1,P14635,1
C0148,Isoeugenol,IL2,P60568,1
C0148,Isoeugenol,RELA,Q04206,1
C0149,IsoferulicAcid,ADRA1A,P35348,2
C0150,Isoguvacine,GABRG1,Q8N1C3,1
C0151,Isoimperatorin,CASP3,P42574,1
C0151,Isoimperatorin,CASP8,Q14790,1
C0151,Isoimperatorin,CASP9,P55211,1
C0151,Isoimperatorin,PTGS2,P35354,1
C0152,Isoliquiritigenin,BAX,Q07812,1
C0152,Isoliquiritigenin,CDK2,P24941,1
C0152,Isoliquiritigenin,CISD1,Q9NZ45,1
C0152,Isoliquiritigenin,FOS,P01100,1
C0152,Isoliquiritigenin,GUSB,P08236,1
C0152,Isoliquiritigenin,HMGB1,P09429,1
C0152,Isoliquiritigenin,HSPA5,P11021,1
C0152,Isoliquiritigenin,JAK2,O60674,1
C0152,Isoliquiritigenin,MAPK8,P45983,1
C0152,Isoliquiritigenin,MIR374A,nan,1
C0152,Isoliquiritigenin,NLRP3,Q96P20,1
C0152,Isoliquiritigenin,PTEN,P60484,1
C0152,Isoliquiritigenin,SELE,P16581,1
C0152,Isoliquiritigenin,TYR,P14679,1
C0152,Isoliquiritigenin,VCAM1,P19320,1
C0153,Isoorientin,NFE2L2,Q16236,1
C0153,Isoorientin,NQO1,P15559,1
C0154,Isopimpinellin,Cyp2b10,P12791,1
C0155,IsopropylAlcohol,PRKAA1,Q13131,1
C0156,Isoquercetin,CYP1A1,P04798,1
C0156,Isoquercetin,P4HB,P07237,1
C0156,Isoquercetin,PRKAA1,Q13131,1
C0157,Isorhamnetin,MAP2K1,Q02750,1
C0157,Isorhamnetin,MAP2K7,O14733,1
C0157,Isorhamnetin,NCF1,P14598,1
C0157,Isorhamnetin,NOS2,P35228,1
C0157,Isorhamnetin,OLR1,P78380,1
C0157,Isorhamnetin,PPARG,P37231,2
C0157,Isorhamnetin,PTGS2,P35354,1
C0157,Isorhamnetin,SLC47A1,Q96FL8,1
C0157,Isorhamnetin,XDH,P47989,1
C0158,Isotretinoin,IGF1,P05019,1
C0158,Isotretinoin,TP53,P04637,1
C0159,Isovitexin,FOXM1,Q08050,1
C0159,Isovitexin,NOS2,P35228,1
C0159,Isovitexin,PTGS2,P35354,1
C0159,Isovitexin,TNF,P01375,1
C0160,Isoxanthohumol,ABCB1,P08183,1
C0160,Isoxanthohumol,ACHE,P22303,1
C0160,Isoxanthohumol,CYP2C8,P10632,1
C0161,Jaceosidine,CASP3,P42574,1
C0162,Jatrorrhizine,MAOA,P21397,1
C0162,Jatrorrhizine,MAOB,P27338,1
C0162,Jatrorrhizine,SLC22A2,O15244,1
C0163,Juglone,CAT,P04040,1
C0163,Juglone,CSF2,P04141,1
C0163,Juglone,G6PD,P11413,1
C0163,Juglone,IL5,P05113,1
C0163,Juglone,PIN1,Q13526,5
C0163,Juglone,SOD1,P00441,1
C0163,Juglone,TP53,P04637,1
C0164,Kaempferol,AHR,P35869,2
C0164,Kaempferol,BAX,Q07812,1
C0164,Kaempferol,BCL2,P10415,1
C0164,Kaempferol,BIRC2,Q13490,1
C0164,Kaempferol,BIRC3,Q13489,1
C0164,Kaempferol,BMPR2,Q13873,1
C0164,Kaempferol,CASP3,P42574,1
C0164,Kaempferol,CDK1,P06493,1
C0164,Kaempferol,CLDN2,P57739,1
C0164,Kaempferol,CXCL8,P10145,1
C0164,Kaempferol,CYP1A1,P04798,1
C0164,Kaempferol,CYP1A2,P05177,1
C0164,Kaempferol,CYP1B1,Q16678,1
C0164,Kaempferol,DIO1,P49895,1
C0164,Kaempferol,ESRRA,P11474,2
C0164,Kaempferol,FOXP3,Q9BZS1,1
C0164,Kaempferol,GSTM1,P09488,1
C0164,Kaempferol,GSTM2,P28161,1
C0164,Kaempferol,HMOX1,P09601,1
C0164,Kaempferol,ICAM1,P05362,2
C0164,Kaempferol,JUN,P05412,1
C0164,Kaempferol,MAPK14,Q16539,1
C0164,Kaempferol,MAPK8,P45983,1
C0164,Kaempferol,MCU,Q8NE86,1
C0164,Kaempferol,MIR21,nan,1
C0164,Kaempferol,MMP1,P03956,2
C0164,Kaempferol,MMP9,P14780,1
C0164,Kaempferol,NFKB1,P19838,1
C0164,Kaempferol,NFKBIA,P25963,1
C0164,Kaempferol,NOS2,P35228,4
C0164,Kaempferol,NR1I2,O75469,1
C0164,Kaempferol,NR1I3,Q14994,1
C0164,Kaempferol,NSFL1C,Q9UNZ2,2
C0164,Kaempferol,PKB_RS07820,nan,1
C0164,Kaempferol,PLEK,P08567,2
C0164,Kaempferol,PPARG,P37231,3
C0164,Kaempferol,PTGS2,P35354,3
C0164,Kaempferol,RPS6KA3,P51812,1
C0164,Kaempferol,SELE,P16581,1
C0164,Kaempferol,STAT1,P42224,1
C0164,Kaempferol,TJP1,Q07157,1
C0164,Kaempferol,TNF,P01375,2
C0164,Kaempferol,VCAM1,P19320,1
C0164,Kaempferol,XDH,P47989,1
C0166,Ketoprofen,SLC22A7,Q9Y694,1
C0167,Kinetin,IVL,P07476,1
C0167,Kinetin,KRT10,P13645,1
C0167,Kinetin,PINK1,Q9BXM7,1
C0168,KojicAcid,TYR,P14679,1
C0169,Kurarinol,STAT3,P40763,1
C0170,KuwanonC,TYR,P14679,1
C0171,Kynurenine,AHR,P35869,1
C0171,Kynurenine,BCL2,P10415,1
C0171,Kynurenine,BIRC2,Q13490,1
C0171,Kynurenine,BIRC3,Q13489,1
C0171,Kynurenine,XIAP,P98170,1
C0172,L-2-Hydroxyglutarate,KDM4C,Q9H3R0,1
C0173,LacticAcid,AHR,P35869,3
C0173,LacticAcid,NR2C2,P49116,1
C0174,LanatosideC,MYC,P01106,1
C0175,L-Carnosine,GLB1,P16278,1
C0175,L-Carnosine,PARP1,P09874,1
C0175,L-Carnosine,PARP2,Q9UGN5,1
C0176,LecanoricAcid,AXIN2,Q9Y2T1,1
C0177,LeukotrieneD4,CYSLTR1,Q9Y271,1
C0177,LeukotrieneD4,GLB1,P16278,1
C0178,Levocarnitine,CPT1A,P50416,1
C0178,Levocarnitine,HDAC9,Q9UKV0,2
C0179,Levodopa,CRTC1,Q6UUV9,1
C0179,Levodopa,DDC,P20711,1
C0179,Levodopa,DRD2,P14416,1
C0179,Levodopa,DRD3,P35462,1
C0179,Levodopa,MAPK1,P28482,1
C0179,Levodopa,MAPK3,P27361,1
C0179,Levodopa,PPP1R1B,Q9UD71,1
C0179,Levodopa,PTPN11,Q06124,1
C0179,Levodopa,SRC,P12931,1
C0179,Levodopa,VEGFA,P15692,1
C0180,Levofloxacin,CASP3,P42574,1
C0180,Levofloxacin,FABP4,P15090,1
C0181,Levomenthol,CYP2A13,Q16696,1
