Herb ID,Chinese Character,English Name,Latin Name,Chinese Pin Yin,Therapeutic Function in Chinese,Therapeutic Function in English,Herb Function,Related Compound ID,Related Compound Name
H0013,鸡矢藤,Fevervine,Paederia scandens,Ji Shi Teng,消食,Food digestion,"Strengthen the stomach and improve digestion, Relieve nocturnal emission, Disperse blood stasis and eliminate stones",C0188,Linalool
H0014,百蕊草,Chinese bastardtoadflax,Thesium chinense,Bai Rui Cao,NA,NA,NA,C0420,Succinic Acid
H0014,百蕊草,Chinese bastardtoadflax,Thesium chinense,Bai Rui Cao,NA,NA,NA,C0164,Kaempferol
H0015,急性子,Garden balsam seed,Impatiens balsamina,Ji Xing Zi,活血化淤,Blood activation and stasis removal,"Remove stagnation of qi, eliminate blood stasis, and soften hard masses",C0294,Pelargonidin
H0015,急性子,Garden balsam seed,Impatiens balsamina,Ji Xing Zi,活血化淤,Blood activation and stasis removal,"Remove stagnation of qi, eliminate blood stasis, and soften hard masses",C1178,Beta-Sitosterol
H0015,急性子,Garden balsam seed,Impatiens balsamina,Ji Xing Zi,活血化淤,Blood activation and stasis removal,"Remove stagnation of qi, eliminate blood stasis, and soften hard masses",C0478,Vanillic Acid
H0015,急性子,Garden balsam seed,Impatiens balsamina,Ji Xing Zi,活血化淤,Blood activation and stasis removal,"Remove stagnation of qi, eliminate blood stasis, and soften hard masses",C0333,Protocatechuic Acid
H0015,急性子,Garden balsam seed,Impatiens balsamina,Ji Xing Zi,活血化淤,Blood activation and stasis removal,"Remove stagnation of qi, eliminate blood stasis, and soften hard masses",C0156,Isoquercetin
H0015,急性子,Garden balsam seed,Impatiens balsamina,Ji Xing Zi,活血化淤,Blood activation and stasis removal,"Remove stagnation of qi, eliminate blood stasis, and soften hard masses",C0053,Esculetin
H0015,急性子,Garden balsam seed,Impatiens balsamina,Ji Xing Zi,活血化淤,Blood activation and stasis removal,"Remove stagnation of qi, eliminate blood stasis, and soften hard masses",C0377,Rutin
H0015,急性子,Garden balsam seed,Impatiens balsamina,Ji Xing Zi,活血化淤,Blood activation and stasis removal,"Remove stagnation of qi, eliminate blood stasis, and soften hard masses",C0935,Astragalin
H0015,急性子,Garden balsam seed,Impatiens balsamina,Ji Xing Zi,活血化淤,Blood activation and stasis removal,"Remove stagnation of qi, eliminate blood stasis, and soften hard masses",C0164,Kaempferol
H0015,急性子,Garden balsam seed,Impatiens balsamina,Ji Xing Zi,活血化淤,Blood activation and stasis removal,"Remove stagnation of qi, eliminate blood stasis, and soften hard masses",C0352,Quercetin
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0039,Ellagic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0377,Rutin
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0261,Oleamide
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0352,Quercetin
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0416,Stearic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0285,Palmitic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0476,Ursolic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C1253,Corosolic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0263,Oleic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C1231,Chlorogenic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0058,Ethacrynic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0156,Isoquercetin
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0935,Astragalin
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0928,Asiatic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0145,Inositol
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0164,Kaempferol
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0914,Apigenin
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0090,Gallic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0206,Mannitol
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0927,Ascorbate
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0181,Levomenthol
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0073,Ferulic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C1203,Caffeic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0420,Succinic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0333,Protocatechuic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C1220,Catechin
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C1234,Cholesterol
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0029,Diphenylether
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0114,(-)-Epicatechin
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C1222,Celastrol
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C1178,Beta-Sitosterol
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0198,Lupeol
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C1258,Coumaric Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0354,Quercitrin
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0374,Rosmarinic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C1180,Betulinic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0383,Salicylic Acid
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0329,Propylene Glycol
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0498,Cynarin
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0513,Squalene
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0829,Asiaticoside
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0877,Madecassoside
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C1241,Cianidanol
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0548,Alpha-Humulone
H0016,积雪草,Asiatic pennywort,Centella asiatica,Ji Xue Cao,活血化淤,Blood activation and stasis removal,"Remove heat and damp, counteract toxicity, and cause subsidence of swelling",C0528,Alpha-Terpineol
H0017,鸡血藤,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng,活血化淤,Blood activation and stasis removal,"Enrich the blood, activate blood circulation, and remove obstruction of the channels and collaterals",C0420,Succinic Acid
H0017,鸡血藤,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng,活血化淤,Blood activation and stasis removal,"Enrich the blood, activate blood circulation, and remove obstruction of the channels and collaterals",C1208,Calycosin
H0017,鸡血藤,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng,活血化淤,Blood activation and stasis removal,"Enrich the blood, activate blood circulation, and remove obstruction of the channels and collaterals",C0144,Inosine
H0017,鸡血藤,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng,活血化淤,Blood activation and stasis removal,"Enrich the blood, activate blood circulation, and remove obstruction of the channels and collaterals",C1278,Daidzein
H0017,鸡血藤,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng,活血化淤,Blood activation and stasis removal,"Enrich the blood, activate blood circulation, and remove obstruction of the channels and collaterals",C0334,Prunetin
H0017,鸡血藤,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng,活血化淤,Blood activation and stasis removal,"Enrich the blood, activate blood circulation, and remove obstruction of the channels and collaterals",C0185,Licoagrochacone A
H0018,鸡血藤干膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gan Gao,NA,NA,NA,C0420,Succinic Acid
H0018,鸡血藤干膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gan Gao,NA,NA,NA,C1208,Calycosin
H0018,鸡血藤干膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gan Gao,NA,NA,NA,C0144,Inosine
H0018,鸡血藤干膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gan Gao,NA,NA,NA,C1278,Daidzein
H0018,鸡血藤干膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gan Gao,NA,NA,NA,C0334,Prunetin
H0018,鸡血藤干膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gan Gao,NA,NA,NA,C0185,Licoagrochacone A
H0019,鸡血藤膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gao,NA,NA,NA,C0420,Succinic Acid
H0019,鸡血藤膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gao,NA,NA,NA,C1208,Calycosin
H0019,鸡血藤膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gao,NA,NA,NA,C0144,Inosine
H0019,鸡血藤膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gao,NA,NA,NA,C1278,Daidzein
H0019,鸡血藤膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gao,NA,NA,NA,C0334,Prunetin
H0019,鸡血藤膏,Suberect spatholobus stem,Spatholobus suberectus,Ji Xue Teng Gao,NA,NA,NA,C0185,Licoagrochacone A
H0020,鸡眼草,Striate kummerowia,Kummerowia striata,Ji Yan Cao,NA,NA,NA,C0423,Syringin
H0020,鸡眼草,Striate kummerowia,Kummerowia striata,Ji Yan Cao,NA,NA,NA,C0159,Isovitexin
H0020,鸡眼草,Striate kummerowia,Kummerowia striata,Ji Yan Cao,NA,NA,NA,C1179,Betulin
H0020,鸡眼草,Striate kummerowia,Kummerowia striata,Ji Yan Cao,NA,NA,NA,C0483,Vitexin
H0020,鸡眼草,Striate kummerowia,Kummerowia striata,Ji Yan Cao,NA,NA,NA,C0114,(-)-Epicatechin
H0020,鸡眼草,Striate kummerowia,Kummerowia striata,Ji Yan Cao,NA,NA,NA,C0476,Ursolic Acid
H0020,鸡眼草,Striate kummerowia,Kummerowia striata,Ji Yan Cao,NA,NA,NA,C0046,Epigallocatechin
H0020,鸡眼草,Striate kummerowia,Kummerowia striata,Ji Yan Cao,NA,NA,NA,C1180,Betulinic Acid
H0020,鸡眼草,Striate kummerowia,Kummerowia striata,Ji Yan Cao,NA,NA,NA,C0513,Squalene
H0020,鸡眼草,Striate kummerowia,Kummerowia striata,Ji Yan Cao,NA,NA,NA,C1241,Cianidanol
H0020,鸡眼草,Striate kummerowia,Kummerowia striata,Ji Yan Cao,NA,NA,NA,C0262,Oleanolic_Acid
H0021,白芍,Common peony,Paeonia lactiflora,Bai Shao,补虚,For tonifying weakness,"Nourish blood and consolidate the yin, pacify the liver and stop pain, soothe liver yang",C0283,Paeonol
H0021,白芍,Common peony,Paeonia lactiflora,Bai Shao,补虚,For tonifying weakness,"Nourish blood and consolidate the yin, pacify the liver and stop pain, soothe liver yang",C0282,Paeoniflorin
H0021,白芍,Common peony,Paeonia lactiflora,Bai Shao,补虚,For tonifying weakness,"Nourish blood and consolidate the yin, pacify the liver and stop pain, soothe liver yang",C1166,Benzoic Acid
H0021,白芍,Common peony,Paeonia lactiflora,Bai Shao,补虚,For tonifying weakness,"Nourish blood and consolidate the yin, pacify the liver and stop pain, soothe liver yang",C0666,Albiflorin
H0021,白芍,Common peony,Paeonia lactiflora,Bai Shao,补虚,For tonifying weakness,"Nourish blood and consolidate the yin, pacify the liver and stop pain, soothe liver yang",C0879,Albiflorin
H0021,白芍,Common peony,Paeonia lactiflora,Bai Shao,补虚,For tonifying weakness,"Nourish blood and consolidate the yin, pacify the liver and stop pain, soothe liver yang",C0619,Strictinin
H0021,白芍,Common peony,Paeonia lactiflora,Bai Shao,补虚,For tonifying weakness,"Nourish blood and consolidate the yin, pacify the liver and stop pain, soothe liver yang",C1241,Cianidanol
H0022,假蒟,Sarmentose pepper,Piper sarmentosum,Jia Ju,NA,NA,NA,C0399,Sesamin
H0022,假蒟,Sarmentose pepper,Piper sarmentosum,Jia Ju,NA,NA,NA,C0312,Pinocembrin
H0022,假蒟,Sarmentose pepper,Piper sarmentosum,Jia Ju,NA,NA,NA,C1243,Cinnamic Acid
H0022,假蒟,Sarmentose pepper,Piper sarmentosum,Jia Ju,NA,NA,NA,C1178,Beta-Sitosterol
H0022,假蒟,Sarmentose pepper,Piper sarmentosum,Jia Ju,NA,NA,NA,C0453,Trans-Asarone
H0022,假蒟,Sarmentose pepper,Piper sarmentosum,Jia Ju,NA,NA,NA,C0410,Sodium Benzoate
H0022,假蒟,Sarmentose pepper,Piper sarmentosum,Jia Ju,NA,NA,NA,C1166,Benzoic Acid
H0023,白芍干浸膏,Common peony,Paeonia lactiflora,Bai Shao Gan Jin Gao,NA,NA,NA,C0283,Paeonol
H0023,白芍干浸膏,Common peony,Paeonia lactiflora,Bai Shao Gan Jin Gao,NA,NA,NA,C0282,Paeoniflorin
H0023,白芍干浸膏,Common peony,Paeonia lactiflora,Bai Shao Gan Jin Gao,NA,NA,NA,C1166,Benzoic Acid
H0023,白芍干浸膏,Common peony,Paeonia lactiflora,Bai Shao Gan Jin Gao,NA,NA,NA,C1241,Cianidanol
H0024,假蒟叶,Sarmentose pepper,Piper sarmentosum,Jia 蒟ye,NA,NA,NA,C0399,Sesamin
H0024,假蒟叶,Sarmentose pepper,Piper sarmentosum,Jia 蒟ye,NA,NA,NA,C0312,Pinocembrin
H0024,假蒟叶,Sarmentose pepper,Piper sarmentosum,Jia 蒟ye,NA,NA,NA,C1243,Cinnamic Acid
H0024,假蒟叶,Sarmentose pepper,Piper sarmentosum,Jia 蒟ye,NA,NA,NA,C1178,Beta-Sitosterol
H0024,假蒟叶,Sarmentose pepper,Piper sarmentosum,Jia 蒟ye,NA,NA,NA,C0453,Trans-Asarone
H0024,假蒟叶,Sarmentose pepper,Piper sarmentosum,Jia 蒟ye,NA,NA,NA,C0410,Sodium Benzoate
H0024,假蒟叶,Sarmentose pepper,Piper sarmentosum,Jia 蒟ye,NA,NA,NA,C1166,Benzoic Acid
H0025,碱花,Wild sweet william,Saponaria officinalis,Jian Hua,NA,NA,NA,C0455,Trans-Phytol
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C0152,Isoliquiritigenin
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C0412,Spermidine
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C1278,Daidzein
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C0382,Sakuranetin
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C0067,Eupatorin
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C0124,Hispidulin
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C0914,Apigenin
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C0101,Genistein
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C1267,Cyanidin Chloride
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C1279,Daidzin
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C1266,Cyanidin
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C1260,Coumestrol
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C0168,Kojic Acid
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C0340,Putrescine
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C0513,Squalene
H0026,姜,Soybean paste,Glycine max,Jiang,NA,NA,NA,C0815,"5-Hydroxy-3-(4-Hydroxyphenyl)-7-[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxychromen-4-One"
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C0152,Isoliquiritigenin
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C0412,Spermidine
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C1278,Daidzein
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C0382,Sakuranetin
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C0067,Eupatorin
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C0124,Hispidulin
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C0914,Apigenin
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C0101,Genistein
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C1267,Cyanidin Chloride
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C1279,Daidzin
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C1266,Cyanidin
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C1260,Coumestrol
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C0168,Kojic Acid
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C0340,Putrescine
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C0513,Squalene
H0027,姜膏,Soybean paste,Glycine max,Jiang Gao,NA,NA,NA,C0815,"5-Hydroxy-3-(4-Hydroxyphenyl)-7-[3,4,5-Trihydroxy-6-(Hydroxymethyl)Oxan-2-Yl]Oxychromen-4-One"
H0028,姜黄,Common turmeric,Curcuma longa,Jiang Huang,活血化淤,Blood activation and stasis removal,"Eliminate blood stasis, promote the flow of qi, stimulate menstrual discharge and relieve pain",C1265,Curcumin
H0028,姜黄,Common turmeric,Curcuma longa,Jiang Huang,活血化淤,Blood activation and stasis removal,"Eliminate blood stasis, promote the flow of qi, stimulate menstrual discharge and relieve pain",C1192,Bisdemethoxycurcumin
H0028,姜黄,Common turmeric,Curcuma longa,Jiang Huang,活血化淤,Blood activation and stasis removal,"Eliminate blood stasis, promote the flow of qi, stimulate menstrual discharge and relieve pain",C1251,Congo Red
