protein,relation,pathway
CDC45,associatedWith,R-HSA-68962
CDC6,associatedWith,R-HSA-68962
CDC7,associatedWith,R-HSA-68962
CDK2,associatedWith,R-HSA-68962
CDT1,associatedWith,R-HSA-68962
DBF4,associatedWith,R-HSA-68962
GMNN,associatedWith,R-HSA-68962
MCM10,associatedWith,R-HSA-68962
MCM2,associatedWith,R-HSA-68962
MCM3,associatedWith,R-HSA-68962
MCM4,associatedWith,R-HSA-68962
MCM5,associatedWith,R-HSA-68962
MCM6,associatedWith,R-HSA-68962
MCM7,associatedWith,R-HSA-68962
MCM8,associatedWith,R-HSA-68962
ORC1,associatedWith,R-HSA-68962
ORC2,associatedWith,R-HSA-68962
ORC3,associatedWith,R-HSA-68962
ORC4,associatedWith,R-HSA-68962
ORC5,associatedWith,R-HSA-68962
ORC6,associatedWith,R-HSA-68962
POLA1,associatedWith,R-HSA-68962
POLA2,associatedWith,R-HSA-68962
POLE,associatedWith,R-HSA-68962
POLE2,associatedWith,R-HSA-68962
POLE3,associatedWith,R-HSA-68962
POLE4,associatedWith,R-HSA-68962
PRIM1,associatedWith,R-HSA-68962
PRIM2,associatedWith,R-HSA-68962
RPA1,associatedWith,R-HSA-68962
RPA2,associatedWith,R-HSA-68962
RPA3,associatedWith,R-HSA-68962
RPA4,associatedWith,R-HSA-68962
ANAPC1,associatedWith,R-HSA-69017
ANAPC10,associatedWith,R-HSA-69017
ANAPC11,associatedWith,R-HSA-69017
ANAPC15,associatedWith,R-HSA-69017
ANAPC16,associatedWith,R-HSA-69017
ANAPC2,associatedWith,R-HSA-69017
ANAPC4,associatedWith,R-HSA-69017
ANAPC5,associatedWith,R-HSA-69017
ANAPC7,associatedWith,R-HSA-69017
CCNA1,associatedWith,R-HSA-69017
CCNA2,associatedWith,R-HSA-69017
CCNE1,associatedWith,R-HSA-69017
CCNE2,associatedWith,R-HSA-69017
CDC16,associatedWith,R-HSA-69017
CDC23,associatedWith,R-HSA-69017
CDC26,associatedWith,R-HSA-69017
CDC27,associatedWith,R-HSA-69017
CDC6,associatedWith,R-HSA-69017
CDK2,associatedWith,R-HSA-69017
FZR1,associatedWith,R-HSA-69017
PSMA1,associatedWith,R-HSA-69017
PSMA2,associatedWith,R-HSA-69017
PSMA3,associatedWith,R-HSA-69017
PSMA4,associatedWith,R-HSA-69017
PSMA5,associatedWith,R-HSA-69017
PSMA6,associatedWith,R-HSA-69017
PSMA7,associatedWith,R-HSA-69017
PSMA8,associatedWith,R-HSA-69017
PSMB1,associatedWith,R-HSA-69017
PSMB10,associatedWith,R-HSA-69017
PSMB11,associatedWith,R-HSA-69017
PSMB2,associatedWith,R-HSA-69017
PSMB3,associatedWith,R-HSA-69017
PSMB4,associatedWith,R-HSA-69017
PSMB5,associatedWith,R-HSA-69017
PSMB6,associatedWith,R-HSA-69017
PSMB7,associatedWith,R-HSA-69017
PSMB8,associatedWith,R-HSA-69017
PSMB9,associatedWith,R-HSA-69017
PSMC1,associatedWith,R-HSA-69017
PSMC2,associatedWith,R-HSA-69017
PSMC3,associatedWith,R-HSA-69017
PSMC4,associatedWith,R-HSA-69017
PSMC5,associatedWith,R-HSA-69017
PSMC6,associatedWith,R-HSA-69017
PSMD1,associatedWith,R-HSA-69017
PSMD10,associatedWith,R-HSA-69017
PSMD11,associatedWith,R-HSA-69017
PSMD12,associatedWith,R-HSA-69017
PSMD13,associatedWith,R-HSA-69017
PSMD14,associatedWith,R-HSA-69017
PSMD2,associatedWith,R-HSA-69017
PSMD3,associatedWith,R-HSA-69017
PSMD4,associatedWith,R-HSA-69017
PSMD5,associatedWith,R-HSA-69017
PSMD6,associatedWith,R-HSA-69017
PSMD7,associatedWith,R-HSA-69017
PSMD8,associatedWith,R-HSA-69017
PSMD9,associatedWith,R-HSA-69017
PSME1,associatedWith,R-HSA-69017
PSME2,associatedWith,R-HSA-69017
PSME3,associatedWith,R-HSA-69017
PSME4,associatedWith,R-HSA-69017
PSMF1,associatedWith,R-HSA-69017
RPS27A,associatedWith,R-HSA-69017
SEM1,associatedWith,R-HSA-69017
UBA52,associatedWith,R-HSA-69017
UBB,associatedWith,R-HSA-69017
UBC,associatedWith,R-HSA-69017
UBE2C,associatedWith,R-HSA-69017
UBE2D1,associatedWith,R-HSA-69017
UBE2E1,associatedWith,R-HSA-69017
MCM2,associatedWith,R-HSA-69052
MCM3,associatedWith,R-HSA-69052
MCM4,associatedWith,R-HSA-69052
MCM5,associatedWith,R-HSA-69052
MCM6,associatedWith,R-HSA-69052
MCM7,associatedWith,R-HSA-69052
PCNA,associatedWith,R-HSA-69091
POLA1,associatedWith,R-HSA-69091
POLA2,associatedWith,R-HSA-69091
POLD1,associatedWith,R-HSA-69091
POLD2,associatedWith,R-HSA-69091
POLD3,associatedWith,R-HSA-69091
POLD4,associatedWith,R-HSA-69091
PRIM1,associatedWith,R-HSA-69091
PRIM2,associatedWith,R-HSA-69091
RFC1,associatedWith,R-HSA-69091
RFC2,associatedWith,R-HSA-69091
RFC3,associatedWith,R-HSA-69091
RFC4,associatedWith,R-HSA-69091
RFC5,associatedWith,R-HSA-69091
DNA2,associatedWith,R-HSA-69166
FEN1,associatedWith,R-HSA-69166
PCNA,associatedWith,R-HSA-69166
POLA1,associatedWith,R-HSA-69166
POLA2,associatedWith,R-HSA-69166
POLD1,associatedWith,R-HSA-69166
POLD2,associatedWith,R-HSA-69166
POLD3,associatedWith,R-HSA-69166
POLD4,associatedWith,R-HSA-69166
PRIM1,associatedWith,R-HSA-69166
PRIM2,associatedWith,R-HSA-69166
RPA1,associatedWith,R-HSA-69166
RPA2,associatedWith,R-HSA-69166
RPA3,associatedWith,R-HSA-69166
LIG1,associatedWith,R-HSA-69183
PCNA,associatedWith,R-HSA-69183
POLA1,associatedWith,R-HSA-69183
POLA2,associatedWith,R-HSA-69183
POLD1,associatedWith,R-HSA-69183
POLD2,associatedWith,R-HSA-69183
POLD3,associatedWith,R-HSA-69183
POLD4,associatedWith,R-HSA-69183
PRIM1,associatedWith,R-HSA-69183
PRIM2,associatedWith,R-HSA-69183
CCNE1,associatedWith,R-HSA-69200
CCNE2,associatedWith,R-HSA-69200
CDK2,associatedWith,R-HSA-69200
RB1,associatedWith,R-HSA-69200
AKT1,associatedWith,R-HSA-69202
AKT2,associatedWith,R-HSA-69202
AKT3,associatedWith,R-HSA-69202
CABLES1,associatedWith,R-HSA-69202
CCNE1,associatedWith,R-HSA-69202
CCNE2,associatedWith,R-HSA-69202
CCNH,associatedWith,R-HSA-69202
CDC25A,associatedWith,R-HSA-69202
CDK2,associatedWith,R-HSA-69202
CDK7,associatedWith,R-HSA-69202
CDKN1A,associatedWith,R-HSA-69202
CDKN1B,associatedWith,R-HSA-69202
E2F1,associatedWith,R-HSA-69202
E2F4,associatedWith,R-HSA-69202
E2F5,associatedWith,R-HSA-69202
LIN37,associatedWith,R-HSA-69202
LIN52,associatedWith,R-HSA-69202
LIN54,associatedWith,R-HSA-69202
LIN9,associatedWith,R-HSA-69202
MAX,associatedWith,R-HSA-69202
MNAT1,associatedWith,R-HSA-69202
MYC,associatedWith,R-HSA-69202
RB1,associatedWith,R-HSA-69202
RBBP4,associatedWith,R-HSA-69202
RBL2,associatedWith,R-HSA-69202
TFDP1,associatedWith,R-HSA-69202
TFDP2,associatedWith,R-HSA-69202
WEE1,associatedWith,R-HSA-69202
CCNA1,associatedWith,R-HSA-69205
CCNE1,associatedWith,R-HSA-69205
CDC25A,associatedWith,R-HSA-69205
CDC45,associatedWith,R-HSA-69205
CDC6,associatedWith,R-HSA-69205
CDK1,associatedWith,R-HSA-69205
CDT1,associatedWith,R-HSA-69205
DHFR,associatedWith,R-HSA-69205
E2F1,associatedWith,R-HSA-69205
E2F4,associatedWith,R-HSA-69205
E2F5,associatedWith,R-HSA-69205
E2F6,associatedWith,R-HSA-69205
FBXO5,associatedWith,R-HSA-69205
HDAC1,associatedWith,R-HSA-69205
LIN37,associatedWith,R-HSA-69205
LIN52,associatedWith,R-HSA-69205
LIN54,associatedWith,R-HSA-69205
LIN9,associatedWith,R-HSA-69205
ORC1,associatedWith,R-HSA-69205
PCNA,associatedWith,R-HSA-69205
POLA1,associatedWith,R-HSA-69205
RBBP4,associatedWith,R-HSA-69205
RBL1,associatedWith,R-HSA-69205
RBL2,associatedWith,R-HSA-69205
RRM2,associatedWith,R-HSA-69205
TFDP1,associatedWith,R-HSA-69205
TFDP2,associatedWith,R-HSA-69205
TK1,associatedWith,R-HSA-69205
TYMS,associatedWith,R-HSA-69205
ABL1,associatedWith,R-HSA-69231
CCND1,associatedWith,R-HSA-69231
CCND2,associatedWith,R-HSA-69231
CCND3,associatedWith,R-HSA-69231
CCNH,associatedWith,R-HSA-69231
CDK4,associatedWith,R-HSA-69231
CDK6,associatedWith,R-HSA-69231
CDK7,associatedWith,R-HSA-69231
CDKN1A,associatedWith,R-HSA-69231
CDKN1B,associatedWith,R-HSA-69231
CDKN1C,associatedWith,R-HSA-69231
CDKN2A,associatedWith,R-HSA-69231
CDKN2B,associatedWith,R-HSA-69231
CDKN2C,associatedWith,R-HSA-69231
CDKN2D,associatedWith,R-HSA-69231
CKS1B,associatedWith,R-HSA-69231
CUL1,associatedWith,R-HSA-69231
E2F1,associatedWith,R-HSA-69231
E2F2,associatedWith,R-HSA-69231
E2F3,associatedWith,R-HSA-69231
E2F4,associatedWith,R-HSA-69231
E2F5,associatedWith,R-HSA-69231
JAK2,associatedWith,R-HSA-69231
LYN,associatedWith,R-HSA-69231
MNAT1,associatedWith,R-HSA-69231
PPP2CA,associatedWith,R-HSA-69231
PPP2CB,associatedWith,R-HSA-69231
PPP2R1A,associatedWith,R-HSA-69231
PPP2R1B,associatedWith,R-HSA-69231
PPP2R2A,associatedWith,R-HSA-69231
PPP2R3B,associatedWith,R-HSA-69231
PTK6,associatedWith,R-HSA-69231
RB1,associatedWith,R-HSA-69231
RBL1,associatedWith,R-HSA-69231
RBL2,associatedWith,R-HSA-69231
RPS27A,associatedWith,R-HSA-69231
SKP1,associatedWith,R-HSA-69231
SKP2,associatedWith,R-HSA-69231
SRC,associatedWith,R-HSA-69231
TFDP1,associatedWith,R-HSA-69231
TFDP2,associatedWith,R-HSA-69231
UBA52,associatedWith,R-HSA-69231
UBB,associatedWith,R-HSA-69231
UBC,associatedWith,R-HSA-69231
CCNA1,associatedWith,R-HSA-69273
CCNA2,associatedWith,R-HSA-69273
CCNB1,associatedWith,R-HSA-69273
CCNB2,associatedWith,R-HSA-69273
CCNH,associatedWith,R-HSA-69273
CDC25A,associatedWith,R-HSA-69273
CDC25B,associatedWith,R-HSA-69273
CDC25C,associatedWith,R-HSA-69273
CDK1,associatedWith,R-HSA-69273
CDK2,associatedWith,R-HSA-69273
CDK7,associatedWith,R-HSA-69273
FOXM1,associatedWith,R-HSA-69273
LCMT1,associatedWith,R-HSA-69273
MNAT1,associatedWith,R-HSA-69273
PKMYT1,associatedWith,R-HSA-69273
PLK1,associatedWith,R-HSA-69273
PPME1,associatedWith,R-HSA-69273
PPP2CA,associatedWith,R-HSA-69273
PPP2CB,associatedWith,R-HSA-69273
PPP2R1A,associatedWith,R-HSA-69273
PPP2R1B,associatedWith,R-HSA-69273
PPP2R2A,associatedWith,R-HSA-69273
PPP2R3B,associatedWith,R-HSA-69273
WEE1,associatedWith,R-HSA-69273
XPO1,associatedWith,R-HSA-69273
CASP8,associatedWith,R-HSA-69416
CFLAR,associatedWith,R-HSA-69416
FADD,associatedWith,R-HSA-69416
FAS,associatedWith,R-HSA-69416
FASLG,associatedWith,R-HSA-69416
RIPK1,associatedWith,R-HSA-69416
TNFRSF10A,associatedWith,R-HSA-69416
TNFRSF10B,associatedWith,R-HSA-69416
TNFSF10,associatedWith,R-HSA-69416
TRADD,associatedWith,R-HSA-69416
TRAF2,associatedWith,R-HSA-69416
ABRAXAS1,associatedWith,R-HSA-69473
ATM,associatedWith,R-HSA-69473
ATR,associatedWith,R-HSA-69473
ATRIP,associatedWith,R-HSA-69473
BABAM1,associatedWith,R-HSA-69473
BABAM2,associatedWith,R-HSA-69473
BARD1,associatedWith,R-HSA-69473
BLM,associatedWith,R-HSA-69473
BRCA1,associatedWith,R-HSA-69473
BRCC3,associatedWith,R-HSA-69473
BRIP1,associatedWith,R-HSA-69473
CHEK1,associatedWith,R-HSA-69473
CHEK2,associatedWith,R-HSA-69473
DNA2,associatedWith,R-HSA-69473
EXO1,associatedWith,R-HSA-69473
H2AFX,associatedWith,R-HSA-69473
H2BFS,associatedWith,R-HSA-69473
HERC2,associatedWith,R-HSA-69473
HIST1H2BA,associatedWith,R-HSA-69473
HIST1H2BB,associatedWith,R-HSA-69473
HIST1H2BC,associatedWith,R-HSA-69473
HIST1H2BD,associatedWith,R-HSA-69473
HIST1H2BE,associatedWith,R-HSA-69473
HIST1H2BF,associatedWith,R-HSA-69473
HIST1H2BG,associatedWith,R-HSA-69473
HIST1H2BH,associatedWith,R-HSA-69473
HIST1H2BI,associatedWith,R-HSA-69473
HIST1H2BJ,associatedWith,R-HSA-69473
HIST1H2BK,associatedWith,R-HSA-69473
HIST1H2BL,associatedWith,R-HSA-69473
HIST1H2BM,associatedWith,R-HSA-69473
HIST1H2BN,associatedWith,R-HSA-69473
HIST1H2BO,associatedWith,R-HSA-69473
HIST1H4A,associatedWith,R-HSA-69473
HIST1H4B,associatedWith,R-HSA-69473
HIST1H4C,associatedWith,R-HSA-69473
HIST1H4D,associatedWith,R-HSA-69473
HIST1H4E,associatedWith,R-HSA-69473
HIST1H4F,associatedWith,R-HSA-69473
HIST1H4H,associatedWith,R-HSA-69473
HIST1H4I,associatedWith,R-HSA-69473
HIST1H4J,associatedWith,R-HSA-69473
HIST1H4K,associatedWith,R-HSA-69473
HIST1H4L,associatedWith,R-HSA-69473
HIST2H2BE,associatedWith,R-HSA-69473
HIST2H4A,associatedWith,R-HSA-69473
HIST2H4B,associatedWith,R-HSA-69473
HIST3H2BB,associatedWith,R-HSA-69473
HIST3H3,associatedWith,R-HSA-69473
HIST4H4,associatedWith,R-HSA-69473
HUS1,associatedWith,R-HSA-69473
KAT5,associatedWith,R-HSA-69473
MDC1,associatedWith,R-HSA-69473
MRE11,associatedWith,R-HSA-69473
NBN,associatedWith,R-HSA-69473
NSD2,associatedWith,R-HSA-69473
PIAS4,associatedWith,R-HSA-69473
RAD1,associatedWith,R-HSA-69473
RAD17,associatedWith,R-HSA-69473
RAD50,associatedWith,R-HSA-69473
RAD9A,associatedWith,R-HSA-69473
RAD9B,associatedWith,R-HSA-69473
RBBP8,associatedWith,R-HSA-69473
RFC2,associatedWith,R-HSA-69473
RFC3,associatedWith,R-HSA-69473
RFC4,associatedWith,R-HSA-69473
RFC5,associatedWith,R-HSA-69473
RHNO1,associatedWith,R-HSA-69473
RMI1,associatedWith,R-HSA-69473
RMI2,associatedWith,R-HSA-69473
RNF168,associatedWith,R-HSA-69473
RNF8,associatedWith,R-HSA-69473
RPA1,associatedWith,R-HSA-69473
RPA2,associatedWith,R-HSA-69473
RPA3,associatedWith,R-HSA-69473
SUMO1,associatedWith,R-HSA-69473
TOP3A,associatedWith,R-HSA-69473
TOPBP1,associatedWith,R-HSA-69473
TP53,associatedWith,R-HSA-69473
TP53BP1,associatedWith,R-HSA-69473
UBE2N,associatedWith,R-HSA-69473
UBE2V2,associatedWith,R-HSA-69473
UIMC1,associatedWith,R-HSA-69473
WRN,associatedWith,R-HSA-69473
CCNB1,associatedWith,R-HSA-69478
CCNB2,associatedWith,R-HSA-69478
CDK1,associatedWith,R-HSA-69478
PKMYT1,associatedWith,R-HSA-69478
WEE1,associatedWith,R-HSA-69478
GTSE1,associatedWith,R-HSA-69481
PSMA1,associatedWith,R-HSA-69481
PSMA2,associatedWith,R-HSA-69481
PSMA3,associatedWith,R-HSA-69481
PSMA4,associatedWith,R-HSA-69481
PSMA5,associatedWith,R-HSA-69481
PSMA6,associatedWith,R-HSA-69481
PSMA7,associatedWith,R-HSA-69481
PSMA8,associatedWith,R-HSA-69481
PSMB1,associatedWith,R-HSA-69481
PSMB10,associatedWith,R-HSA-69481
PSMB11,associatedWith,R-HSA-69481
PSMB2,associatedWith,R-HSA-69481
PSMB3,associatedWith,R-HSA-69481
PSMB4,associatedWith,R-HSA-69481
PSMB5,associatedWith,R-HSA-69481
PSMB6,associatedWith,R-HSA-69481
PSMB7,associatedWith,R-HSA-69481
PSMB8,associatedWith,R-HSA-69481
PSMB9,associatedWith,R-HSA-69481
PSMC1,associatedWith,R-HSA-69481
PSMC2,associatedWith,R-HSA-69481
PSMC3,associatedWith,R-HSA-69481
PSMC4,associatedWith,R-HSA-69481
PSMC5,associatedWith,R-HSA-69481
PSMC6,associatedWith,R-HSA-69481
PSMD1,associatedWith,R-HSA-69481
PSMD10,associatedWith,R-HSA-69481
PSMD11,associatedWith,R-HSA-69481
PSMD12,associatedWith,R-HSA-69481
PSMD13,associatedWith,R-HSA-69481
PSMD14,associatedWith,R-HSA-69481
PSMD2,associatedWith,R-HSA-69481
PSMD3,associatedWith,R-HSA-69481
PSMD4,associatedWith,R-HSA-69481
PSMD5,associatedWith,R-HSA-69481
PSMD6,associatedWith,R-HSA-69481
PSMD7,associatedWith,R-HSA-69481
PSMD8,associatedWith,R-HSA-69481
PSMD9,associatedWith,R-HSA-69481
PSME1,associatedWith,R-HSA-69481
PSME2,associatedWith,R-HSA-69481
PSME3,associatedWith,R-HSA-69481
PSME4,associatedWith,R-HSA-69481
PSMF1,associatedWith,R-HSA-69481
RPS27A,associatedWith,R-HSA-69481
SEM1,associatedWith,R-HSA-69481
TP53,associatedWith,R-HSA-69481
UBA52,associatedWith,R-HSA-69481
UBB,associatedWith,R-HSA-69481
UBC,associatedWith,R-HSA-69481
ATM,associatedWith,R-HSA-69541
CDKN2A,associatedWith,R-HSA-69541
CHEK2,associatedWith,R-HSA-69541
MDM2,associatedWith,R-HSA-69541
MDM4,associatedWith,R-HSA-69541
PHF20,associatedWith,R-HSA-69541
RPS27A,associatedWith,R-HSA-69541
TP53,associatedWith,R-HSA-69541
UBA52,associatedWith,R-HSA-69541
UBB,associatedWith,R-HSA-69541
UBC,associatedWith,R-HSA-69541
CCNA1,associatedWith,R-HSA-69563
CCNA2,associatedWith,R-HSA-69563
CCNE1,associatedWith,R-HSA-69563
CCNE2,associatedWith,R-HSA-69563
CDK2,associatedWith,R-HSA-69563
CDKN1A,associatedWith,R-HSA-69563
CDKN1B,associatedWith,R-HSA-69563
CDC25A,associatedWith,R-HSA-69601
CHEK1,associatedWith,R-HSA-69601
CHEK2,associatedWith,R-HSA-69601
PSMA1,associatedWith,R-HSA-69601
PSMA2,associatedWith,R-HSA-69601
PSMA3,associatedWith,R-HSA-69601
PSMA4,associatedWith,R-HSA-69601
PSMA5,associatedWith,R-HSA-69601
PSMA6,associatedWith,R-HSA-69601
PSMA7,associatedWith,R-HSA-69601
PSMA8,associatedWith,R-HSA-69601
PSMB1,associatedWith,R-HSA-69601
PSMB10,associatedWith,R-HSA-69601
PSMB11,associatedWith,R-HSA-69601
PSMB2,associatedWith,R-HSA-69601
PSMB3,associatedWith,R-HSA-69601
PSMB4,associatedWith,R-HSA-69601
PSMB5,associatedWith,R-HSA-69601
PSMB6,associatedWith,R-HSA-69601
PSMB7,associatedWith,R-HSA-69601
PSMB8,associatedWith,R-HSA-69601
PSMB9,associatedWith,R-HSA-69601
PSMC1,associatedWith,R-HSA-69601
PSMC2,associatedWith,R-HSA-69601
PSMC3,associatedWith,R-HSA-69601
PSMC4,associatedWith,R-HSA-69601
PSMC5,associatedWith,R-HSA-69601
PSMC6,associatedWith,R-HSA-69601
PSMD1,associatedWith,R-HSA-69601
PSMD10,associatedWith,R-HSA-69601
PSMD11,associatedWith,R-HSA-69601
PSMD12,associatedWith,R-HSA-69601
PSMD13,associatedWith,R-HSA-69601
PSMD14,associatedWith,R-HSA-69601
PSMD2,associatedWith,R-HSA-69601
PSMD3,associatedWith,R-HSA-69601
PSMD4,associatedWith,R-HSA-69601
PSMD5,associatedWith,R-HSA-69601
PSMD6,associatedWith,R-HSA-69601
PSMD7,associatedWith,R-HSA-69601
PSMD8,associatedWith,R-HSA-69601
PSMD9,associatedWith,R-HSA-69601
PSME1,associatedWith,R-HSA-69601
PSME2,associatedWith,R-HSA-69601
PSME3,associatedWith,R-HSA-69601
PSME4,associatedWith,R-HSA-69601
PSMF1,associatedWith,R-HSA-69601
RPS27A,associatedWith,R-HSA-69601
SEM1,associatedWith,R-HSA-69601
UBA52,associatedWith,R-HSA-69601
UBB,associatedWith,R-HSA-69601
UBC,associatedWith,R-HSA-69601
AKT1,associatedWith,R-HSA-69656
AKT2,associatedWith,R-HSA-69656
AKT3,associatedWith,R-HSA-69656
CABLES1,associatedWith,R-HSA-69656
CCNA1,associatedWith,R-HSA-69656
CCNA2,associatedWith,R-HSA-69656
CCNH,associatedWith,R-HSA-69656
CDC25A,associatedWith,R-HSA-69656
CDC25B,associatedWith,R-HSA-69656
CDK2,associatedWith,R-HSA-69656
CDK7,associatedWith,R-HSA-69656
CDKN1A,associatedWith,R-HSA-69656
CDKN1B,associatedWith,R-HSA-69656
E2F1,associatedWith,R-HSA-69656
E2F4,associatedWith,R-HSA-69656
E2F5,associatedWith,R-HSA-69656
FZR1,associatedWith,R-HSA-69656
LIN37,associatedWith,R-HSA-69656
LIN52,associatedWith,R-HSA-69656
LIN54,associatedWith,R-HSA-69656
LIN9,associatedWith,R-HSA-69656
MAX,associatedWith,R-HSA-69656
MNAT1,associatedWith,R-HSA-69656
MYC,associatedWith,R-HSA-69656
RB1,associatedWith,R-HSA-69656
RBBP4,associatedWith,R-HSA-69656
RBL2,associatedWith,R-HSA-69656
TFDP1,associatedWith,R-HSA-69656
TFDP2,associatedWith,R-HSA-69656
WEE1,associatedWith,R-HSA-69656
CDKN1A,associatedWith,R-HSA-69895
PCBP4,associatedWith,R-HSA-69895
TP53,associatedWith,R-HSA-69895
ZNF385A,associatedWith,R-HSA-69895
ADPGK,associatedWith,R-HSA-70171
ALDOA,associatedWith,R-HSA-70171
ALDOB,associatedWith,R-HSA-70171
ALDOC,associatedWith,R-HSA-70171
BPGM,associatedWith,R-HSA-70171
ENO1,associatedWith,R-HSA-70171
ENO2,associatedWith,R-HSA-70171
ENO3,associatedWith,R-HSA-70171
GAPDH,associatedWith,R-HSA-70171
GAPDHS,associatedWith,R-HSA-70171
GCK,associatedWith,R-HSA-70171
GNPDA1,associatedWith,R-HSA-70171
GNPDA2,associatedWith,R-HSA-70171
GPI,associatedWith,R-HSA-70171
HK1,associatedWith,R-HSA-70171
HK2,associatedWith,R-HSA-70171
HK3,associatedWith,R-HSA-70171
PFKL,associatedWith,R-HSA-70171
PFKM,associatedWith,R-HSA-70171
PFKP,associatedWith,R-HSA-70171
PGAM1,associatedWith,R-HSA-70171
PGAM2,associatedWith,R-HSA-70171
PGK1,associatedWith,R-HSA-70171
PGK2,associatedWith,R-HSA-70171
PGM2L1,associatedWith,R-HSA-70171
PGP,associatedWith,R-HSA-70171
PKLR,associatedWith,R-HSA-70171
PKM,associatedWith,R-HSA-70171
TPI1,associatedWith,R-HSA-70171
AGL,associatedWith,R-HSA-70221
CALM1,associatedWith,R-HSA-70221
GAA,associatedWith,R-HSA-70221
GYG1,associatedWith,R-HSA-70221
GYG2,associatedWith,R-HSA-70221
PGM2,associatedWith,R-HSA-70221
PGM2L1,associatedWith,R-HSA-70221
PHKA1,associatedWith,R-HSA-70221
PHKA2,associatedWith,R-HSA-70221
PHKB,associatedWith,R-HSA-70221
PHKG1,associatedWith,R-HSA-70221
PHKG2,associatedWith,R-HSA-70221
PYGB,associatedWith,R-HSA-70221
PYGL,associatedWith,R-HSA-70221
PYGM,associatedWith,R-HSA-70221
ALDOA,associatedWith,R-HSA-70263
ALDOB,associatedWith,R-HSA-70263
ALDOC,associatedWith,R-HSA-70263
ENO1,associatedWith,R-HSA-70263
ENO2,associatedWith,R-HSA-70263
ENO3,associatedWith,R-HSA-70263
FBP1,associatedWith,R-HSA-70263
FBP2,associatedWith,R-HSA-70263
G6PC,associatedWith,R-HSA-70263
G6PC2,associatedWith,R-HSA-70263
G6PC3,associatedWith,R-HSA-70263
GAPDH,associatedWith,R-HSA-70263
GAPDHS,associatedWith,R-HSA-70263
GOT1,associatedWith,R-HSA-70263
GOT2,associatedWith,R-HSA-70263
GPI,associatedWith,R-HSA-70263
MDH1,associatedWith,R-HSA-70263
MDH2,associatedWith,R-HSA-70263
PC,associatedWith,R-HSA-70263
PCK1,associatedWith,R-HSA-70263
PCK2,associatedWith,R-HSA-70263
PGAM1,associatedWith,R-HSA-70263
PGAM2,associatedWith,R-HSA-70263
PGK1,associatedWith,R-HSA-70263
PGK2,associatedWith,R-HSA-70263
SLC25A1,associatedWith,R-HSA-70263
SLC25A10,associatedWith,R-HSA-70263
SLC25A11,associatedWith,R-HSA-70263
SLC25A12,associatedWith,R-HSA-70263
SLC25A13,associatedWith,R-HSA-70263
SLC37A1,associatedWith,R-HSA-70263
SLC37A2,associatedWith,R-HSA-70263
SLC37A4,associatedWith,R-HSA-70263
TPI1,associatedWith,R-HSA-70263
BSG,associatedWith,R-HSA-70268
DLAT,associatedWith,R-HSA-70268
DLD,associatedWith,R-HSA-70268
GLO1,associatedWith,R-HSA-70268
HAGH,associatedWith,R-HSA-70268
LDHA,associatedWith,R-HSA-70268
LDHAL6A,associatedWith,R-HSA-70268
LDHAL6B,associatedWith,R-HSA-70268
LDHB,associatedWith,R-HSA-70268
LDHC,associatedWith,R-HSA-70268
ME1,associatedWith,R-HSA-70268
MPC1,associatedWith,R-HSA-70268
MPC2,associatedWith,R-HSA-70268
PDHA1,associatedWith,R-HSA-70268
PDHA2,associatedWith,R-HSA-70268
PDHB,associatedWith,R-HSA-70268
PDHX,associatedWith,R-HSA-70268
SLC16A1,associatedWith,R-HSA-70268
SLC16A3,associatedWith,R-HSA-70268
SLC16A8,associatedWith,R-HSA-70268
VDAC1,associatedWith,R-HSA-70268
ALDH1A1,associatedWith,R-HSA-70350
ALDOB,associatedWith,R-HSA-70350
GLYCTK,associatedWith,R-HSA-70350
KHK,associatedWith,R-HSA-70350
TKFC,associatedWith,R-HSA-70350
GALE,associatedWith,R-HSA-70370
GALK1,associatedWith,R-HSA-70370
GALT,associatedWith,R-HSA-70370
PGM2,associatedWith,R-HSA-70370
PGM2L1,associatedWith,R-HSA-70370
ARG1,associatedWith,R-HSA-70635
ARG2,associatedWith,R-HSA-70635
ASL,associatedWith,R-HSA-70635
ASS1,associatedWith,R-HSA-70635
CPS1,associatedWith,R-HSA-70635
NAGS,associatedWith,R-HSA-70635
NMRAL1,associatedWith,R-HSA-70635
OTC,associatedWith,R-HSA-70635
SLC25A15,associatedWith,R-HSA-70635
SLC25A2,associatedWith,R-HSA-70635
ALDH4A1,associatedWith,R-HSA-70688
PRODH,associatedWith,R-HSA-70688
PRODH2,associatedWith,R-HSA-70688
ACAD8,associatedWith,R-HSA-70895
ACADSB,associatedWith,R-HSA-70895
ACAT1,associatedWith,R-HSA-70895
ALDH6A1,associatedWith,R-HSA-70895
AUH,associatedWith,R-HSA-70895
BCAT1,associatedWith,R-HSA-70895
BCAT2,associatedWith,R-HSA-70895
BCKDHA,associatedWith,R-HSA-70895
BCKDHB,associatedWith,R-HSA-70895
BCKDK,associatedWith,R-HSA-70895
DBT,associatedWith,R-HSA-70895
DLD,associatedWith,R-HSA-70895
HIBADH,associatedWith,R-HSA-70895
HIBCH,associatedWith,R-HSA-70895
HSD17B10,associatedWith,R-HSA-70895
IVD,associatedWith,R-HSA-70895
MCCC1,associatedWith,R-HSA-70895
MCCC2,associatedWith,R-HSA-70895
PPM1K,associatedWith,R-HSA-70895
